# The IANA media type registry: every registered type, carried byte for byte as the registry
# states it. A string literal equal to a row's identifier is the publisher's own identifier
# written into a repository, which is a citation no English word can make; nothing here is an
# English label, so this is never matched against a declared name and never placed as prose.
#
# Columns: concept, prefLabel, altLabel, broader, kind, module, definition, note.
# concept and prefLabel are the registered template, byte for byte. broader and module name the
# registry the type is filed under. definition is empty for every row because the registry
# publishes none. note carries the registry's reference, and its own deprecation statement where
# it makes one — a deprecated identifier is still the registry's identifier, so the row stays.
#
# Source: IANA media types, https://www.iana.org/assignments/media-types/ (application.csv, audio.csv, font.csv, haptics.csv, image.csv, message.csv, model.csv, multipart.csv, text.csv, video.csv), retrieved 2026-08-19
#   (the registry states no revision, so the file set is the citation, pinned by the SHA-256
#   ContentDigest states over the ten CSVs: fd3eea02e8610628e4a3b6eb0b66a415fdbf973ce1e73e667be24b12cd505aeb).
# Licence: CC0 1.0 (https://www.iana.org/help/licensing-terms — "IANA and IETF intend that
#   the Protocol Registries may be freely used by any party for any purpose", with both
#   organisations' rights "subject to the Creative Commons CC0 1.0 dedication").
# Generated by MediaTypeExtraction: 2344 media types.
application/ulpfec	application/ulpfec		application	media-type	application		[RFC5109]
application/urc-grpsheet+xml	application/urc-grpsheet+xml		application	media-type	application		[Gottfried_Zimmermann][ISO-IEC_JTC_1]
application/urc-ressheet+xml	application/urc-ressheet+xml		application	media-type	application		[Gottfried_Zimmermann][ISO-IEC_JTC_1]
application/urc-targetdesc+xml	application/urc-targetdesc+xml		application	media-type	application		[Gottfried_Zimmermann][ISO-IEC_JTC_1]
application/urc-uisocketdesc+xml	application/urc-uisocketdesc+xml		application	media-type	application		[Gottfried_Zimmermann]
application/v3c	application/v3c		application	media-type	application		[RFC-ietf-avtcore-rtp-v3c-17]
application/vc	application/vc		application	media-type	application		[W3C_Verifiable_Credentials_WG][Ivan_Herman]
application/vc+cose	application/vc+cose		application	media-type	application		[W3C_Verifiable_Credentials_WG][Ivan_Herman]
application/vc+jwt	application/vc+jwt		application	media-type	application		[W3C_Verifiable_Credentials_WG][Ivan_Herman]
application/vc+sd-jwt	application/vc+sd-jwt		application	media-type	application		[W3C_Verifiable_Credentials_WG][Ivan_Herman]
application/vcard+json	application/vcard+json		application	media-type	application		[RFC7095]
application/vcard+xml	application/vcard+xml		application	media-type	application		[RFC6351]
application/vec+xml	application/vec+xml		application	media-type	application		[prostep_ivip][Nora_Tazir]
application/vec-package+gzip	application/vec-package+gzip		application	media-type	application		[prostep_ivip][Nora_Tazir]
application/vec-package+zip	application/vec-package+zip		application	media-type	application		[prostep_ivip][Nora_Tazir]
application/vemmi	application/vemmi		application	media-type	application		[RFC2122]
application/vnd.1000minds.decision-model+xml	application/vnd.1000minds.decision-model+xml		application	media-type	application		[Franz_Ombler]
application/vnd.1ob	application/vnd.1ob		application	media-type	application		[Rob_Coyle]
application/vnd.3M.Post-it-Notes	application/vnd.3M.Post-it-Notes		application	media-type	application		[Michael_OBrien]
application/vnd.3gpp-prose+xml	application/vnd.3gpp-prose+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp-prose-pc3a+xml	application/vnd.3gpp-prose-pc3a+xml		application	media-type	application		[Haorui_Yang]
application/vnd.3gpp-prose-pc3ach+xml	application/vnd.3gpp-prose-pc3ach+xml		application	media-type	application		[Haorui_Yang]
application/vnd.3gpp-prose-pc3ch+xml	application/vnd.3gpp-prose-pc3ch+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp-prose-pc8+xml	application/vnd.3gpp-prose-pc8+xml		application	media-type	application		[Haorui_Yang]
application/vnd.3gpp-v2x-local-service-information	application/vnd.3gpp-v2x-local-service-information		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.5gnas	application/vnd.3gpp.5gnas		application	media-type	application		[_3GPP][Jones_Lu_Yunjie]
application/vnd.3gpp.5gsa2x	application/vnd.3gpp.5gsa2x		application	media-type	application		[_3GPP_CT1][Dongwook_Kim]
application/vnd.3gpp.5gsa2x-local-service-information	application/vnd.3gpp.5gsa2x-local-service-information		application	media-type	application		[_3GPP_CT1][Dongwook_Kim]
application/vnd.3gpp.5gsv2x	application/vnd.3gpp.5gsv2x		application	media-type	application		[_3GPP_CT1][Dongwook_Kim]
application/vnd.3gpp.5gsv2x-local-service-information	application/vnd.3gpp.5gsv2x-local-service-information		application	media-type	application		[_3GPP_CT1][Dongwook_Kim]
application/vnd.3gpp.GMOP+xml	application/vnd.3gpp.GMOP+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.SRVCC-info+xml	application/vnd.3gpp.SRVCC-info+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.access-transfer-events+xml	application/vnd.3gpp.access-transfer-events+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.bsf+xml	application/vnd.3gpp.bsf+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.crs+xml	application/vnd.3gpp.crs+xml		application	media-type	application		[Xu_Chen]
application/vnd.3gpp.current-location-discovery+xml	application/vnd.3gpp.current-location-discovery+xml		application	media-type	application		[Peter_Leis]
application/vnd.3gpp.gtpc	application/vnd.3gpp.gtpc		application	media-type	application		[_3GPP][Yang_Yong]
application/vnd.3gpp.interworking-data	application/vnd.3gpp.interworking-data		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.lpp	application/vnd.3gpp.lpp		application	media-type	application		[_3GPP][Jones_Lu_Yunjie]
application/vnd.3gpp.mc-signalling-ear	application/vnd.3gpp.mc-signalling-ear		application	media-type	application		[Tim_Woodward]
application/vnd.3gpp.mcdata-affiliation-command+xml	application/vnd.3gpp.mcdata-affiliation-command+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcdata-info+xml	application/vnd.3gpp.mcdata-info+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcdata-msgstore-ctrl-request+xml	application/vnd.3gpp.mcdata-msgstore-ctrl-request+xml		application	media-type	application		[Kiran_Kapale]
application/vnd.3gpp.mcdata-payload	application/vnd.3gpp.mcdata-payload		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcdata-regroup+xml	application/vnd.3gpp.mcdata-regroup+xml		application	media-type	application		[Kiran_Kapale]
application/vnd.3gpp.mcdata-service-config+xml	application/vnd.3gpp.mcdata-service-config+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcdata-signalling	application/vnd.3gpp.mcdata-signalling		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcdata-ue-config+xml	application/vnd.3gpp.mcdata-ue-config+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcdata-user-profile+xml	application/vnd.3gpp.mcdata-user-profile+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcptt-affiliation-command+xml	application/vnd.3gpp.mcptt-affiliation-command+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcptt-floor-request+xml	application/vnd.3gpp.mcptt-floor-request+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcptt-info+xml	application/vnd.3gpp.mcptt-info+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcptt-location-info+xml	application/vnd.3gpp.mcptt-location-info+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcptt-mbms-usage-info+xml	application/vnd.3gpp.mcptt-mbms-usage-info+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcptt-regroup+xml	application/vnd.3gpp.mcptt-regroup+xml		application	media-type	application		[Kiran_Kapale]
application/vnd.3gpp.mcptt-service-config+xml	application/vnd.3gpp.mcptt-service-config+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcptt-signed+xml	application/vnd.3gpp.mcptt-signed+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcptt-ue-config+xml	application/vnd.3gpp.mcptt-ue-config+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcptt-ue-init-config+xml	application/vnd.3gpp.mcptt-ue-init-config+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcptt-user-profile+xml	application/vnd.3gpp.mcptt-user-profile+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcs-location-user-config+xml	application/vnd.3gpp.mcs-location-user-config+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcvideo-affiliation-command+xml	application/vnd.3gpp.mcvideo-affiliation-command+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcvideo-affiliation-info+xml	application/vnd.3gpp.mcvideo-affiliation-info+xml		application	media-type	application		vnd.3gpp.mcvideo-affiliation-info+xml (OBSOLETED in favor of application/vnd.3gpp.mcvideo-info+xml) | [Dongwook_Kim]
application/vnd.3gpp.mcvideo-info+xml	application/vnd.3gpp.mcvideo-info+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcvideo-location-info+xml	application/vnd.3gpp.mcvideo-location-info+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcvideo-mbms-usage-info+xml	application/vnd.3gpp.mcvideo-mbms-usage-info+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcvideo-regroup+xml	application/vnd.3gpp.mcvideo-regroup+xml		application	media-type	application		[Kiran_Kapale]
application/vnd.3gpp.mcvideo-service-config+xml	application/vnd.3gpp.mcvideo-service-config+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcvideo-transmission-request+xml	application/vnd.3gpp.mcvideo-transmission-request+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcvideo-ue-config+xml	application/vnd.3gpp.mcvideo-ue-config+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mcvideo-user-profile+xml	application/vnd.3gpp.mcvideo-user-profile+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.mid-call+xml	application/vnd.3gpp.mid-call+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.ngap	application/vnd.3gpp.ngap		application	media-type	application		[_3GPP][Yang_Yong]
application/vnd.3gpp.pfcp	application/vnd.3gpp.pfcp		application	media-type	application		[_3GPP][Bruno_Landais]
application/vnd.3gpp.pic-bw-large	application/vnd.3gpp.pic-bw-large		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.pic-bw-small	application/vnd.3gpp.pic-bw-small		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.pic-bw-var	application/vnd.3gpp.pic-bw-var		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.pinapp-info+xml	application/vnd.3gpp.pinapp-info+xml		application	media-type	application		[_3GPP_CT1][Dongwook_Kim]
application/vnd.3gpp.s1ap	application/vnd.3gpp.s1ap		application	media-type	application		[_3GPP][Yang_Yong]
application/vnd.3gpp.seal-app-comm-requirements-info+xml	application/vnd.3gpp.seal-app-comm-requirements-info+xml		application	media-type	application		[_3GPP]
application/vnd.3gpp.seal-data-delivery-info+cbor	application/vnd.3gpp.seal-data-delivery-info+cbor		application	media-type	application		[_3GPP]
application/vnd.3gpp.seal-data-delivery-info+xml	application/vnd.3gpp.seal-data-delivery-info+xml		application	media-type	application		[_3GPP]
application/vnd.3gpp.seal-group-doc+xml	application/vnd.3gpp.seal-group-doc+xml		application	media-type	application		[Sapan_Shah]
application/vnd.3gpp.seal-info+xml	application/vnd.3gpp.seal-info+xml		application	media-type	application		[_3GPP][Christian_Herrero-Veron]
application/vnd.3gpp.seal-location-info+cbor	application/vnd.3gpp.seal-location-info+cbor		application	media-type	application		[_3GPP]
application/vnd.3gpp.seal-location-info+xml	application/vnd.3gpp.seal-location-info+xml		application	media-type	application		[_3GPP][Christian_Herrero-Veron]
application/vnd.3gpp.seal-mbms-usage-info+xml	application/vnd.3gpp.seal-mbms-usage-info+xml		application	media-type	application		[_3GPP][Christian_Herrero-Veron]
application/vnd.3gpp.seal-mbs-usage-info+xml	application/vnd.3gpp.seal-mbs-usage-info+xml		application	media-type	application		[_3GPP]
application/vnd.3gpp.seal-network-QoS-management-info+xml	application/vnd.3gpp.seal-network-QoS-management-info+xml		application	media-type	application		[_3GPP][Christian_Herrero-Veron]
application/vnd.3gpp.seal-network-resource-info+cbor	application/vnd.3gpp.seal-network-resource-info+cbor		application	media-type	application		[_3GPP]
application/vnd.3gpp.seal-store-forward-events-info+xml	application/vnd.3gpp.seal-store-forward-events-info+xml		application	media-type	application		[_3GPP]
application/vnd.3gpp.seal-ue-config-info+xml	application/vnd.3gpp.seal-ue-config-info+xml		application	media-type	application		[Sapan_Shah]
application/vnd.3gpp.seal-unicast-info+xml	application/vnd.3gpp.seal-unicast-info+xml		application	media-type	application		[_3GPP][Christian_Herrero-Veron]
application/vnd.3gpp.seal-user-profile-info+xml	application/vnd.3gpp.seal-user-profile-info+xml		application	media-type	application		[Sapan_Shah]
application/vnd.3gpp.sms	application/vnd.3gpp.sms		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.sms+xml	application/vnd.3gpp.sms+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.srvcc-ext+xml	application/vnd.3gpp.srvcc-ext+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.state-and-event-info+xml	application/vnd.3gpp.state-and-event-info+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.ussd+xml	application/vnd.3gpp.ussd+xml		application	media-type	application		[Dongwook_Kim]
application/vnd.3gpp.v2x	application/vnd.3gpp.v2x		application	media-type	application		[Sang_Min_Park]
application/vnd.3gpp.vae-info+xml	application/vnd.3gpp.vae-info+xml		application	media-type	application		[_3GPP][Christian_Herrero-Veron]
application/vnd.3gpp2.bcmcsinfo+xml	application/vnd.3gpp2.bcmcsinfo+xml		application	media-type	application		[AC_Mahendran]
application/vnd.3gpp2.sms	application/vnd.3gpp2.sms		application	media-type	application		[AC_Mahendran]
application/vnd.3gpp2.tcap	application/vnd.3gpp2.tcap		application	media-type	application		[AC_Mahendran]
application/vnd.3lightssoftware.imagescal	application/vnd.3lightssoftware.imagescal		application	media-type	application		[Gus_Asadi]
application/vnd.FloGraphIt	application/vnd.FloGraphIt		application	media-type	application		[Dick_Floersch]
application/vnd.HandHeld-Entertainment+xml	application/vnd.HandHeld-Entertainment+xml		application	media-type	application		[Eric_Hamilton]
application/vnd.Kinar	application/vnd.Kinar		application	media-type	application		[Hemant_Thakkar]
application/vnd.MFER	application/vnd.MFER		application	media-type	application		[Masaaki_Hirai]
application/vnd.Mobius.DAF	application/vnd.Mobius.DAF		application	media-type	application		[Allen_K._Kabayama]
application/vnd.Mobius.DIS	application/vnd.Mobius.DIS		application	media-type	application		[Allen_K._Kabayama]
application/vnd.Mobius.MBK	application/vnd.Mobius.MBK		application	media-type	application		[Alex_Devasia]
application/vnd.Mobius.MQY	application/vnd.Mobius.MQY		application	media-type	application		[Alex_Devasia]
application/vnd.Mobius.MSL	application/vnd.Mobius.MSL		application	media-type	application		[Allen_K._Kabayama]
application/vnd.Mobius.PLC	application/vnd.Mobius.PLC		application	media-type	application		[Allen_K._Kabayama]
application/vnd.Mobius.TXF	application/vnd.Mobius.TXF		application	media-type	application		[Allen_K._Kabayama]
application/vnd.Quark.QuarkXPress	application/vnd.Quark.QuarkXPress		application	media-type	application		[Hannes_Scheidler]
application/vnd.R74n.sandboxels+json	application/vnd.R74n.sandboxels+json		application	media-type	application		[R74n]
application/vnd.RenLearn.rlprint	application/vnd.RenLearn.rlprint		application	media-type	application		[James_Wick]
application/vnd.SimTech-MindMapper	application/vnd.SimTech-MindMapper		application	media-type	application		[Patrick_Koh]
application/vnd.abdalsecuritygroup.lockbox	application/vnd.abdalsecuritygroup.lockbox		application	media-type	application		[Ebrahim_Shafiei]
application/vnd.accpac.simply.aso	application/vnd.accpac.simply.aso		application	media-type	application		[Steve_Leow]
application/vnd.accpac.simply.imp	application/vnd.accpac.simply.imp		application	media-type	application		[Steve_Leow]
application/vnd.acm.addressxfer+json	application/vnd.acm.addressxfer+json		application	media-type	application		[Sridhar_Ramakrishnan]
application/vnd.acm.chatbot+json	application/vnd.acm.chatbot+json		application	media-type	application		[Sridhar_Ramakrishnan]
application/vnd.acucobol	application/vnd.acucobol		application	media-type	application		[Dovid_Lubin]
application/vnd.acucorp	application/vnd.acucorp		application	media-type	application		[Dovid_Lubin]
application/vnd.adobe.flash.movie	application/vnd.adobe.flash.movie		application	media-type	application		[Henrik_Andersson]
application/vnd.adobe.formscentral.fcdt	application/vnd.adobe.formscentral.fcdt		application	media-type	application		[Chris_Solc]
application/vnd.adobe.fxp	application/vnd.adobe.fxp		application	media-type	application		[Steven_Heintz]
application/vnd.adobe.partial-upload	application/vnd.adobe.partial-upload		application	media-type	application		[Tapani_Otala]
application/vnd.adobe.xdp+xml	application/vnd.adobe.xdp+xml		application	media-type	application		[John_Brinkman]
application/vnd.aep+zip	application/vnd.aep+zip		application	media-type	application		[Anton_Sokolov]
application/vnd.aether.imp	application/vnd.aether.imp		application	media-type	application		[Jay_Moskowitz]
application/vnd.afpc.afplinedata	application/vnd.afpc.afplinedata		application	media-type	application		[Jörg_Palmer]
application/vnd.afpc.afplinedata-pagedef	application/vnd.afpc.afplinedata-pagedef		application	media-type	application		[Jörg_Palmer]
application/vnd.afpc.cmoca-cmresource	application/vnd.afpc.cmoca-cmresource		application	media-type	application		[Jörg_Palmer]
application/vnd.afpc.foca-charset	application/vnd.afpc.foca-charset		application	media-type	application		[Jörg_Palmer]
application/vnd.afpc.foca-codedfont	application/vnd.afpc.foca-codedfont		application	media-type	application		[Jörg_Palmer]
application/vnd.afpc.foca-codepage	application/vnd.afpc.foca-codepage		application	media-type	application		[Jörg_Palmer]
application/vnd.afpc.modca	application/vnd.afpc.modca		application	media-type	application		[Jörg_Palmer]
application/vnd.afpc.modca-cmtable	application/vnd.afpc.modca-cmtable		application	media-type	application		[Jörg_Palmer]
application/vnd.afpc.modca-formdef	application/vnd.afpc.modca-formdef		application	media-type	application		[Jörg_Palmer]
application/vnd.afpc.modca-mediummap	application/vnd.afpc.modca-mediummap		application	media-type	application		[Jörg_Palmer]
application/vnd.afpc.modca-objectcontainer	application/vnd.afpc.modca-objectcontainer		application	media-type	application		[Jörg_Palmer]
application/vnd.afpc.modca-overlay	application/vnd.afpc.modca-overlay		application	media-type	application		[Jörg_Palmer]
application/vnd.afpc.modca-pagesegment	application/vnd.afpc.modca-pagesegment		application	media-type	application		[Jörg_Palmer]
application/vnd.age	application/vnd.age		application	media-type	application		[Filippo_Valsorda]
application/vnd.agentmug.agent+json	application/vnd.agentmug.agent+json		application	media-type	application		[Abdullah_Jamal_Aldahshan]
application/vnd.agtp.identity+json	application/vnd.agtp.identity+json		application	media-type	application		[Chris_Hood]
application/vnd.agtp.identity+yaml	application/vnd.agtp.identity+yaml		application	media-type	application		[Chris_Hood]
application/vnd.ah-barcode	application/vnd.ah-barcode		application	media-type	application		[Katsuhiko_Ichinose]
application/vnd.ahead.space	application/vnd.ahead.space		application	media-type	application		[Tor_Kristensen]
application/vnd.aia	application/vnd.aia		application	media-type	application		[Alan_Johnson]
application/vnd.airzip.filesecure.azf	application/vnd.airzip.filesecure.azf		application	media-type	application		[Daniel_Mould][Gary_Clueit]
application/vnd.airzip.filesecure.azs	application/vnd.airzip.filesecure.azs		application	media-type	application		[Daniel_Mould][Gary_Clueit]
application/vnd.amadeus+json	application/vnd.amadeus+json		application	media-type	application		[Patrick_Brosse]
application/vnd.amazon.mobi8-ebook	application/vnd.amazon.mobi8-ebook		application	media-type	application		[Kim_Scarborough]
application/vnd.americandynamics.acc	application/vnd.americandynamics.acc		application	media-type	application		[Gary_Sands]
application/vnd.amiga.ami	application/vnd.amiga.ami		application	media-type	application		[Kevin_Blumberg]
application/vnd.amundsen.maze+xml	application/vnd.amundsen.maze+xml		application	media-type	application		[Mike_Amundsen]
application/vnd.android.ota	application/vnd.android.ota		application	media-type	application		[Greg_Kaiser]
application/vnd.anki	application/vnd.anki		application	media-type	application		[Kerrick_Staley]
application/vnd.anser-web-certificate-issue-initiation	application/vnd.anser-web-certificate-issue-initiation		application	media-type	application		[Hiroyoshi_Mori]
application/vnd.antix.game-component	application/vnd.antix.game-component		application	media-type	application		[Daniel_Shelton]
application/vnd.apache.arrow.file	application/vnd.apache.arrow.file		application	media-type	application		[Apache_Arrow_Project]
application/vnd.apache.arrow.stream	application/vnd.apache.arrow.stream		application	media-type	application		[Apache_Arrow_Project]
application/vnd.apache.parquet	application/vnd.apache.parquet		application	media-type	application		[Apache_Parquet_Project]
application/vnd.apache.thrift.binary	application/vnd.apache.thrift.binary		application	media-type	application		[Roger_Meier]
application/vnd.apache.thrift.compact	application/vnd.apache.thrift.compact		application	media-type	application		[Roger_Meier]
application/vnd.apache.thrift.json	application/vnd.apache.thrift.json		application	media-type	application		[Roger_Meier]
application/vnd.apexlang	application/vnd.apexlang		application	media-type	application		[Fawad_Shaikh]
application/vnd.api+json	application/vnd.api+json		application	media-type	application		[Steve_Klabnik]
application/vnd.aplextor.warrp+json	application/vnd.aplextor.warrp+json		application	media-type	application		[Oleg_Uryutin]
application/vnd.apothekende.reservation+json	application/vnd.apothekende.reservation+json		application	media-type	application		[Adrian_Föder]
application/vnd.apple.installer+xml	application/vnd.apple.installer+xml		application	media-type	application		[Peter_Bierman]
application/vnd.apple.keynote	application/vnd.apple.keynote		application	media-type	application		[Manichandra_Sajjanapu]
application/vnd.apple.mpegurl	application/vnd.apple.mpegurl		application	media-type	application		[RFC-pantos-hls-rfc8216bis-22]
application/vnd.apple.numbers	application/vnd.apple.numbers		application	media-type	application		[Manichandra_Sajjanapu]
application/vnd.apple.pages	application/vnd.apple.pages		application	media-type	application		[Manichandra_Sajjanapu]
application/vnd.apple.steering-list	application/vnd.apple.steering-list		application	media-type	application		[RFC-pantos-content-steering-05]
application/vnd.arastra.swi	application/vnd.arastra.swi		application	media-type	application		vnd.arastra.swi (OBSOLETED in favor of application/vnd.aristanetworks.swi) | [Bill_Fenner]
application/vnd.aristanetworks.swi	application/vnd.aristanetworks.swi		application	media-type	application		[Bill_Fenner]
application/vnd.artisan+json	application/vnd.artisan+json		application	media-type	application		[Brad_Turner]
application/vnd.artsquare	application/vnd.artsquare		application	media-type	application		[Christopher_Smith]
application/vnd.as207960.vas.config+jer	application/vnd.as207960.vas.config+jer		application	media-type	application		[AS207960_Cyfyngedig]
application/vnd.as207960.vas.config+uper	application/vnd.as207960.vas.config+uper		application	media-type	application		[AS207960_Cyfyngedig]
application/vnd.as207960.vas.tap+jer	application/vnd.as207960.vas.tap+jer		application	media-type	application		[AS207960_Cyfyngedig]
application/vnd.as207960.vas.tap+uper	application/vnd.as207960.vas.tap+uper		application	media-type	application		[AS207960_Cyfyngedig]
application/vnd.astraea-software.iota	application/vnd.astraea-software.iota		application	media-type	application		[Christopher_Snazell]
application/vnd.audiograph	application/vnd.audiograph		application	media-type	application		[Horia_Cristian_Slusanschi]
application/vnd.aumtrix.aum	application/vnd.aumtrix.aum		application	media-type	application		[Gaurav_Gupta]
application/vnd.autopackage	application/vnd.autopackage		application	media-type	application		[Mike_Hearn]
application/vnd.avalon+json	application/vnd.avalon+json		application	media-type	application		[Ben_Hinman]
application/vnd.avistar+xml	application/vnd.avistar+xml		application	media-type	application		[Vladimir_Vysotsky]
application/vnd.balsamiq.bmml+xml	application/vnd.balsamiq.bmml+xml		application	media-type	application		[Giacomo_Guilizzoni]
application/vnd.balsamiq.bmpr	application/vnd.balsamiq.bmpr		application	media-type	application		[Giacomo_Guilizzoni]
application/vnd.banana-accounting	application/vnd.banana-accounting		application	media-type	application		[José_Del_Romano]
application/vnd.bbf.usp.error	application/vnd.bbf.usp.error		application	media-type	application		[Broadband_Forum]
application/vnd.bbf.usp.msg	application/vnd.bbf.usp.msg		application	media-type	application		[Broadband_Forum]
application/vnd.bbf.usp.msg+json	application/vnd.bbf.usp.msg+json		application	media-type	application		[Broadband_Forum]
application/vnd.bekitzur-stech+json	application/vnd.bekitzur-stech+json		application	media-type	application		[Jegulsky]
application/vnd.belightsoft.lhzd+zip	application/vnd.belightsoft.lhzd+zip		application	media-type	application		[Dmytro_Yunchyk]
application/vnd.belightsoft.lhzl+zip	application/vnd.belightsoft.lhzl+zip		application	media-type	application		[Dmytro_Yunchyk]
application/vnd.bint.med-content	application/vnd.bint.med-content		application	media-type	application		[Heinz-Peter_Schütz]
application/vnd.biopax.rdf+xml	application/vnd.biopax.rdf+xml		application	media-type	application		[Pathway_Commons]
application/vnd.blink-idb-value-wrapper	application/vnd.blink-idb-value-wrapper		application	media-type	application		[Victor_Costan]
application/vnd.blockfact.facts	application/vnd.blockfact.facts		application	media-type	application		[Egbert_von_Frankenberg]
application/vnd.blueice.multipass	application/vnd.blueice.multipass		application	media-type	application		[Thomas_Holmstrom]
application/vnd.bluetooth.ep.oob	application/vnd.bluetooth.ep.oob		application	media-type	application		[Mike_Foley]
application/vnd.bluetooth.le.oob	application/vnd.bluetooth.le.oob		application	media-type	application		[Mark_Powell]
application/vnd.bmi	application/vnd.bmi		application	media-type	application		[Tadashi_Gotoh]
application/vnd.bpf	application/vnd.bpf		application	media-type	application		[NCGIS][Bryan_Blank]
application/vnd.bpf3	application/vnd.bpf3		application	media-type	application		[NCGIS][Bryan_Blank]
application/vnd.businessobjects	application/vnd.businessobjects		application	media-type	application		[Philippe_Imoucha]
application/vnd.byu.uapi+json	application/vnd.byu.uapi+json		application	media-type	application		[Brent_Moore]
application/vnd.bzip3	application/vnd.bzip3		application	media-type	application		[Kamila_Szewczyk]
application/vnd.c3voc.schedule+xml	application/vnd.c3voc.schedule+xml		application	media-type	application		[Andreas_Hubel]
application/vnd.cab-jscript	application/vnd.cab-jscript		application	media-type	application		[Joerg_Falkenberg]
application/vnd.canon-cpdl	application/vnd.canon-cpdl		application	media-type	application		[Shin_Muto]
application/vnd.canon-lips	application/vnd.canon-lips		application	media-type	application		[Shin_Muto]
application/vnd.capasystems-pg+json	application/vnd.capasystems-pg+json		application	media-type	application		[Yüksel_Aydemir]
application/vnd.cel	application/vnd.cel		application	media-type	application		[Tristan_Swadell]
application/vnd.cendio.thinlinc.clientconf	application/vnd.cendio.thinlinc.clientconf		application	media-type	application		[Peter_Astrand]
application/vnd.century-systems.tcp_stream	application/vnd.century-systems.tcp_stream		application	media-type	application		[Shuji_Fujii]
application/vnd.chemdraw+xml	application/vnd.chemdraw+xml		application	media-type	application		[Glenn_Howes]
application/vnd.chess-pgn	application/vnd.chess-pgn		application	media-type	application		[Kim_Scarborough]
application/vnd.chipnuts.karaoke-mmd	application/vnd.chipnuts.karaoke-mmd		application	media-type	application		[Chunyun_Xiong]
application/vnd.ciedi	application/vnd.ciedi		application	media-type	application		[Hidekazu_Enjo]
application/vnd.cinderella	application/vnd.cinderella		application	media-type	application		[Ulrich_Kortenkamp]
application/vnd.cirpack.isdn-ext	application/vnd.cirpack.isdn-ext		application	media-type	application		[Pascal_Mayeux]
application/vnd.citationstyles.style+xml	application/vnd.citationstyles.style+xml		application	media-type	application		[Rintze_M._Zelle]
application/vnd.claymore	application/vnd.claymore		application	media-type	application		[Ray_Simpson]
application/vnd.cloanto.rp9	application/vnd.cloanto.rp9		application	media-type	application		[Mike_Labatt]
application/vnd.clonk.c4group	application/vnd.clonk.c4group		application	media-type	application		[Guenther_Brammer]
application/vnd.cluetrust.cartomobile-config	application/vnd.cluetrust.cartomobile-config		application	media-type	application		[Gaige_Paulsen]
application/vnd.cluetrust.cartomobile-config-pkg	application/vnd.cluetrust.cartomobile-config-pkg		application	media-type	application		[Gaige_Paulsen]
application/vnd.cmmf-configuration-information+json	application/vnd.cmmf-configuration-information+json		application	media-type	application		[Jason_Cloud]
