# Name tokens from the Wikidata entity registry: every given-name and family-name item
# borne by at least five subjects, written as each of the registry's labels for it, with
# the token's dominant Unicode script and the item's bearer count as prominence. A row
# says the registry records people bearing the token as a name part — 王 is a family name
# written in Han script; Alexander, Александр and 亚历山大 are one given name written
# three ways. Whether a sampled value is made of such tokens is the caller's question,
# answered by votes this file does not cast.
#
# Name: Wikidata given and family names
# Publisher: Wikidata
# Kind: words
# Source: Wikidata, items referenced as a person's given name (P735) or family name
#   (P734) by at least five subjects, under every rdfs:label in every language; the
#   script is the majority Unicode script of the token's letters. Queried via the
#   QLever SPARQL endpoint (https://qlever.dev/api/wikidata).
# Licence: CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/).
# Regenerate: ./gradlew :lexicon-extraction:extractWikidataNames
#
# token	script	kind	bearers
Ciaccia	LATIN	family	5
Ciaccio	LATIN	family	22
Ciach	LATIN	family	6
Ciaffi	LATIN	family	8
Ciai	LATIN	family	6
Ciambelli	LATIN	family	6
Ciampa	LATIN	family	19
Ciampi	LATIN	family	32
Ciampoli	LATIN	family	7
Ciampolini	LATIN	family	8
Cian	LATIN	family	12
Cian	LATIN	given	52
Cianchi	LATIN	family	11
Cianci	LATIN	family	18
Cianciara	LATIN	family	7
Cianciarulo	LATIN	family	7
Ciancio	LATIN	family	22
Cianciolo	LATIN	family	5
Cianciulli	LATIN	family	7
Cianelli	LATIN	family	7
Cianetti	LATIN	family	6
Cianfanelli	LATIN	family	6
Ciani	LATIN	family	45
Ciano	LATIN	family	20
Ciantar	LATIN	family	6
Ciappi	LATIN	family	5
Ciara	LATIN	family	5
Ciara	LATIN	given	104
Ciaramella	LATIN	family	19
Ciaran	LATIN	given	77
Ciaranus	LATIN	given	73
Ciaravino	LATIN	family	11
Ciardelli	LATIN	family	7
Ciardi	LATIN	family	22
Ciardiello	LATIN	family	9
Ciardo	LATIN	family	12
Ciarencij	LATIN	given	5
Ciarkowski	LATIN	family	5
Ciarlo	LATIN	family	10
Ciarra	LATIN	given	8
Ciarrocchi	LATIN	family	8
Ciarán	LATIN	given	73
Ciatti	LATIN	family	8
Ciavaldini	LATIN	family	5
Ciavarella	LATIN	family	11
Ciavatta	LATIN	family	13
Ciba	LATIN	family	9
Cibber	LATIN	family	5
Cibele	LATIN	given	20
Cibelli	LATIN	family	5
Cibic	LATIN	family	10
Cibils	LATIN	family	5
Cibis	LATIN	family	6
Cibo	LATIN	family	8
Cibois	LATIN	family	5
Ciborowski	LATIN	family	13
Cibot	LATIN	family	5
Cibrario	LATIN	family	8
Cibrayîl	LATIN	given	8
Cibrián	LATIN	family	12
Cibula	LATIN	family	5
Cibulka	LATIN	family	39
Cibulková	LATIN	family	7
Cibulski	LATIN	family	7
Cicala	LATIN	family	26
Cicalese	LATIN	family	10
Cicatelli	LATIN	family	5
Ciccarella	LATIN	family	5
Ciccarelli	LATIN	family	46
Ciccarello	LATIN	family	7
Ciccarese	LATIN	family	7
Ciccarone	LATIN	family	7
Cicchetti	LATIN	family	11
Cicci	LATIN	family	6
Ciccia	LATIN	family	9
Ciccio	LATIN	given	7
Ciccolella	LATIN	family	6
Ciccolini	LATIN	family	15
Ciccone	LATIN	family	62
Cicconi	LATIN	family	16
Ciccotti	LATIN	family	8
Cicek	LATIN	family	6
Cicek	LATIN	given	8
Cicely	LATIN	given	66
Cicerchia	LATIN	family	6
Ciceri	LATIN	family	29
Cicerin	LATIN	family	17
Cicero	LATIN	family	26
Cicero	LATIN	given	11
Cichecki	LATIN	family	7
Cichocka	LATIN	family	14
Cichocki	LATIN	family	32
Cichon	LATIN	family	16
Cichorius	LATIN	family	6
Cichos	LATIN	family	8
Cichosz	LATIN	family	25
Cichowicz	LATIN	family	11
Cichowski	LATIN	family	15
Cichoń	LATIN	family	31
Cichy	LATIN	family	33
Cici	LATIN	family	10
Cico	LATIN	family	5
Cicogna	LATIN	family	38
Cicognani	LATIN	family	16
Cicognini	LATIN	family	7
Cicoria	LATIN	family	5
Cicurel	LATIN	family	12
Cicuttini	LATIN	family	5
Cicvárek	LATIN	family	12
Cid	LATIN	family	104
Cid	LATIN	given	27
Cid Mendoza	LATIN	family	104
Cida	LATIN	given	8
Cidalia	LATIN	given	5
Cidália	LATIN	given	5
Ciechanowicz	LATIN	family	11
Ciechanowiecka	LATIN	family	5
Ciechanowiecki	LATIN	family	20
Ciechanowski	LATIN	family	13
Ciechański	LATIN	family	6
Ciechomski	LATIN	family	8
Ciecierski	LATIN	family	15
Cieciszowski	LATIN	family	7
Cieciura	LATIN	family	7
Ciel	LATIN	given	6
Cielecki	LATIN	family	10
Cielito	LATIN	given	6
Cielo	LATIN	family	8
Cielo	LATIN	given	19
Ciemniewski	LATIN	family	6
Cienciala	LATIN	family	5
Cienciała	LATIN	family	6
Cienfuegos	LATIN	family	21
Ciepiela	LATIN	family	10
Cieplak	LATIN	family	17
Cieplicki	LATIN	family	5
Ciepliński	LATIN	family	6
Ciepły	LATIN	family	7
Ciera	LATIN	given	17
Cierer	LATIN	family	5
Cieri	LATIN	family	12
Cierniak	LATIN	family	13
Cierra	LATIN	given	35
Ciervo	LATIN	family	7
Ciesielska	LATIN	family	21
Ciesielski	LATIN	family	57
Ciesla	LATIN	family	11
Cieslak	LATIN	family	12
Cieslar	LATIN	family	9
Cieslik	LATIN	family	11
Cieszkowski	LATIN	family	17
Cieszyński	LATIN	family	7
Cieutat	LATIN	family	5
Cieza	LATIN	family	9
Ciezki	LATIN	family	5
Cieński	LATIN	family	9
Cieśla	LATIN	family	46
Cieślak	LATIN	family	87
Cieślar	LATIN	family	27
Cieślewicz	LATIN	family	12
Cieślik	LATIN	family	36
Cieślińska	LATIN	family	8
Cieśliński	LATIN	family	22
Cifani	LATIN	family	5
Cifarelli	LATIN	family	10
Cifelli	LATIN	family	6
Ciferri	LATIN	family	13
Cifra	LATIN	family	8
Cifuentes	LATIN	family	80
Cigale	LATIN	family	6
Cigan	LATIN	family	7
Ciganda	LATIN	family	7
Ciganov	LATIN	family	28
Cigarini	LATIN	family	5
Cigdem	LATIN	given	148
Ciglar	LATIN	family	10
Ciglenečki	LATIN	family	9
Cigler	LATIN	family	9
Cigliano	LATIN	family	8
Ciglič	LATIN	family	9
Cigna	LATIN	family	11
Cignaroli	LATIN	family	8
Cignoni	LATIN	family	5
Cigoj	LATIN	family	10
Cigánek	LATIN	family	13
Cihan	LATIN	family	27
Cihan	LATIN	given	149
Cihangir	LATIN	family	8
Cihangir	LATIN	given	26
Cihat	LATIN	given	35
Cihlář	LATIN	family	32
Cijan	LATIN	family	6
Cikuli	LATIN	family	5
Cilento	LATIN	family	17
Cilenšek	LATIN	family	6
Cilia	LATIN	family	15
Cilia	LATIN	given	6
Ciliberti	LATIN	family	9
Ciliberto	LATIN	family	11
Cilka	LATIN	given	8
Cill	LATIN	given	1786
Cilla	LATIN	given	37
Cille	LATIN	given	8
Cilley	LATIN	family	16
Cilli	LATIN	family	11
Cillian	LATIN	given	19
Cilliers	LATIN	family	8
Cillo	LATIN	family	6
Cilly	LATIN	given	51
Cillóniz	LATIN	family	6
Cim	LATIN	given	8205
Cima	LATIN	family	51
Cimafej	LATIN	given	8
Cimarelli	LATIN	family	7
Cimatti	LATIN	family	17
Ciment	LATIN	family	5
Cimerman	LATIN	family	14
Ciminelli	LATIN	family	6
Cimini	LATIN	family	22
Cimino	LATIN	family	65
Cimmermanis	LATIN	family	2908
Cimmi	LATIN	given	3179
Cimmino	LATIN	family	28
Cimon	LATIN	family	15
Cimorelli	LATIN	family	7
Cimperman	LATIN	family	6
Cina	LATIN	family	20
Cinalli	LATIN	family	5
Cinar	LATIN	family	6
Cincinnatus	LATIN	given	6
Cincotta	LATIN	family	14
Cinderella	LATIN	given	5
Cindi	LATIN	given	16
Cindoruk	LATIN	family	5
Cindric	LATIN	family	5
Cindro	LATIN	family	8
Cindy	LATIN	given	1083
Cinel	LATIN	family	6
Cinelli	LATIN	family	25
Cingis	LATIN	given	30
Cingolani	LATIN	family	31
Cingoli	LATIN	family	5
Cingroš	LATIN	family	5
Cini	LATIN	family	46
Ciniselli	LATIN	family	8
Cink	LATIN	family	12
Cinnamon	LATIN	family	5
Cinnamon	LATIN	given	7
Cino	LATIN	family	11
Cino	LATIN	given	17
Cinotti	LATIN	family	10
Cinq-Mars	LATIN	family	14
Cinque	LATIN	family	19
Cinquini	LATIN	family	11
Cinsmaister	LATIN	family	15
Cinta	LATIN	given	13
Cintas	LATIN	family	8
Cinthia	LATIN	given	57
Cinthya	LATIN	given	35
Cinti	LATIN	family	16
Cintia	LATIN	given	86
Cintra	LATIN	family	11
Cintrat	LATIN	family	8
Cintron	LATIN	family	9
Cintrón	LATIN	family	7
Cinzano	LATIN	family	8
Cinzia	LATIN	given	398
Cinzio	LATIN	given	11
Cinà	LATIN	family	6
Cioabă	LATIN	family	6
Cioacă	LATIN	family	5
Ciobama	LATIN	family	34
Ciobanu	LATIN	family	83
Ciobotaru	LATIN	family	9
Ciocan	LATIN	family	34
Ciocca	LATIN	family	19
Ciocchetti	LATIN	family	7
Ciocchi	LATIN	family	6
Ciocci	LATIN	family	6
Cioccolani	LATIN	family	6
Ciofani	LATIN	family	7
Cioffi	LATIN	family	58
Ciofi	LATIN	family	11
Ciofu	LATIN	family	6
Ciolacu	LATIN	family	9
Ciolan	LATIN	family	5
Ciolek	LATIN	family	6
Cioli	LATIN	family	9
Ciolli	LATIN	family	11
Ciompi	LATIN	family	5
Cioni	LATIN	family	41
Cionini	LATIN	family	7
Ciornei	LATIN	family	5
Ciortea	LATIN	family	5
Ciorănescu	LATIN	family	6
Cios	LATIN	family	6
Ciosek	LATIN	family	8
Ciotti	LATIN	family	21
Cioyev	LATIN	family	16
Ciołek	LATIN	family	13
Ciołkosz	LATIN	family	8
Cipolla	LATIN	family	48
Cipollina	LATIN	family	5
Cipollini	LATIN	family	14
Cipollone	LATIN	family	11
Cipot	LATIN	family	6
Cipra	LATIN	family	7
Ciprian	LATIN	family	6
Ciprian	LATIN	given	115
Cipriana	LATIN	given	6
Cipriani	LATIN	family	139
Cipriano	LATIN	family	33
Cipriano	LATIN	given	152
Cipro	LATIN	family	7
Cira	LATIN	given	11
Cirano	LATIN	given	6
Ciravegna	LATIN	family	5
Circelli	LATIN	family	5
Cirelli	LATIN	family	14
Cirera	LATIN	family	12
Ciresa	LATIN	family	6
Ciriaco	LATIN	given	64
Ciriani	LATIN	family	6
Cirici	LATIN	family	7
Ciriello	LATIN	family	11
Ciriglianno	LATIN	family	14
Cirigliano	LATIN	family	14
Ciril	LATIN	given	104
Cirila	LATIN	given	13
Cirilli	LATIN	family	9
Cirillo	LATIN	family	90
Cirillo	LATIN	given	22
Cirilo	LATIN	given	69
Cirincione	LATIN	family	6
Cirino	LATIN	family	32
Cirio	LATIN	family	13
Cirkovic	LATIN	family	5
Cirman	LATIN	family	5
Cirne	LATIN	family	5
Ciro	LATIN	family	6
Ciro	LATIN	given	406
Ciron	LATIN	family	13
Cirone	LATIN	family	11
Cirri	LATIN	family	11
Cirulli	LATIN	family	9
Ciríaco	LATIN	given	64
Cisar	LATIN	family	7
Cisca	LATIN	given	6
Ciscar	LATIN	family	6
Cisco	LATIN	family	9
Cisek	LATIN	family	11
Ciseri	LATIN	family	5
Ciska	LATIN	given	7
Cismaru	LATIN	family	6
Cisneros	LATIN	family	128
Cisowski	LATIN	family	12
Ciss	LATIN	family	13
Cisse	LATIN	family	22
Cissell	LATIN	family	5
Cissie	LATIN	given	5
Cissokho	LATIN	family	14
Cissoko	LATIN	family	12
Cissy	LATIN	given	8
Cissé	LATIN	family	136
Cisterna	LATIN	family	18
Cisternas	LATIN	family	13
Ciszek	LATIN	family	17
Ciszewska	LATIN	family	6
Ciszewski	LATIN	family	32
Cisło	LATIN	family	5
Cita	LATIN	given	7
Citak	LATIN	family	11
Citarella	LATIN	family	14
Citerne	LATIN	family	5
Citko	LATIN	family	5
Citlali	LATIN	given	10
Citlalli	LATIN	given	19
Cito	LATIN	family	15
Citra	LATIN	given	6
Citro	LATIN	family	14
Citroen	LATIN	family	13
Citron	LATIN	family	55
Citroën	LATIN	family	8
Cittadella	LATIN	family	9
Cittadini	LATIN	family	34
Citterio	LATIN	family	23
Citti	LATIN	family	13
Ciubotaru	LATIN	family	13
Ciucci	LATIN	family	13
Ciuciu	LATIN	family	5
Ciucă	LATIN	family	15
Ciudad	LATIN	family	6
Ciuffini	LATIN	family	6
Ciuffo	LATIN	family	7
Ciulla	LATIN	family	7
Ciulli	LATIN	family	12
Ciullo	LATIN	family	7
Ciupa	LATIN	family	6
Ciupe	LATIN	family	5
Ciurana	LATIN	family	7
Ciurea	LATIN	family	12
Ciurlizza	LATIN	family	5
Civan	LATIN	family	6
Civardi	LATIN	family	9
Civelek	LATIN	family	28
Civello	LATIN	family	5
Civera	LATIN	family	12
Civetta	LATIN	family	5
Civil	LATIN	family	21
Civiletti	LATIN	family	7
Civinini	LATIN	family	11
Civit	LATIN	family	8
Civita	LATIN	family	14
Civitareale	LATIN	family	5
Civitillo	LATIN	family	5
Civran	LATIN	family	5
Ciz	LATIN	family	8275
Ciz	LATIN	given	6
Cizej	LATIN	family	5
Cizek	LATIN	family	11
Cizelj	LATIN	family	8
Cizeron	LATIN	family	6
Cièng	LATIN	family	2493
Ciĕng	LATIN	family	746
Ciężkowski	LATIN	family	5
Ciğerci	LATIN	family	5
Ciōng	LATIN	family	2511
Ciŏ	LATIN	family	7867
Ciŏ	LATIN	given	7
Ciŭ	LATIN	family	9149
Ciŭ	LATIN	given	17
Cjarencij	LATIN	given	5
Claar	LATIN	family	11
Claartje	LATIN	given	6
Claas	LATIN	family	14
Claas	LATIN	given	63
Claasen	LATIN	family	13
Claassen	LATIN	family	43
Claassens	LATIN	family	9
Claaßen	LATIN	family	9
Clabaut	LATIN	family	8
Clabby	LATIN	family	6
Clack	LATIN	family	26
Clackson	LATIN	family	5
Clacy	LATIN	family	5
Cladera	LATIN	family	6
Claer	LATIN	family	9
Claerbout	LATIN	family	5
Claerhout	LATIN	family	15
Claes	LATIN	family	132
Claes	LATIN	given	534
Claes-Göran	LATIN	given	14
Claesen	LATIN	family	21
Claeson	LATIN	family	14
Claessen	LATIN	family	39
Claessens	LATIN	family	56
Claesson	LATIN	family	75
Claeys	LATIN	family	102
Claeyssens	LATIN	family	8
Claffey	LATIN	family	8
Claflin	LATIN	family	33
Clagett	LATIN	family	24
Claggett	LATIN	family	9
Claghorn	LATIN	family	7
Clague	LATIN	family	26
Claiborne	LATIN	family	50
Claiborne	LATIN	given	23
Clain	LATIN	family	7
Clair	LATIN	family	71
Clair	LATIN	given	135
Claire	LATIN	family	32
Claire	LATIN	given	4714
Claire-Lise	LATIN	given	11
Claire-Marie	LATIN	given	5
Claireaux	LATIN	family	5
Clairet	LATIN	family	6
Clairfelt	LATIN	family	6
Clairin	LATIN	family	5
Clairmont	LATIN	family	13
Clairville	LATIN	family	5
Clais	LATIN	family	6
Claisse	LATIN	family	13
Clajus	LATIN	family	5
Clam-Gallas	LATIN	family	12
Claman	LATIN	family	8
Clamens	LATIN	family	6
Clamor	LATIN	given	9
Clamp	LATIN	family	15
Clampitt	LATIN	family	9
Clancey	LATIN	family	5
Clancy	LATIN	family	206
Clancy	LATIN	given	39
Clant	LATIN	family	7
Clanton	LATIN	family	20
Clap	LATIN	family	5
Claparède	LATIN	family	6
Clapham	LATIN	family	52
Clapier	LATIN	family	8
Clapin	LATIN	family	5
Clapp	LATIN	family	188
Clapp	LATIN	given	5
Clapper	LATIN	family	9
Clapperton	LATIN	family	15
Claps	LATIN	family	10
Clapton	LATIN	family	9
Clapés	LATIN	family	7
Clar	LATIN	family	19
Clara	LATIN	family	33
Clara	LATIN	given	4272
Clara Isabel	LATIN	given	7
Clarac	LATIN	family	11
Claramunt	LATIN	family	17
Clarance	LATIN	family	5
Clardy	LATIN	family	13
Clare	LATIN	family	119
Clare	LATIN	given	1876
Clarenbach	LATIN	family	7
Clarence	LATIN	family	8
Clarence	LATIN	given	1967
Clarendon	LATIN	family	7
Clarendon	LATIN	given	9
Claret	LATIN	family	43
Clarey	LATIN	family	7
Clarges	LATIN	family	30
Clarges	LATIN	given	5
Clari	LATIN	family	6
Claribel	LATIN	given	8
Clarice	LATIN	given	190
Claridge	LATIN	family	43
Clarin	LATIN	family	7
Clarina	LATIN	given	7
Clarinda	LATIN	given	11
Clarine	LATIN	given	7
Claris	LATIN	family	10
Clarisa	LATIN	given	17
Clarissa	LATIN	given	514
Clarisse	LATIN	family	7
Clarisse	LATIN	given	166
Clarita	LATIN	given	10
Clarizia	LATIN	family	6
Clark	LATIN	family	5063
Clark	LATIN	given	607
Clark-Hall	LATIN	family	8
Clark-Kennedy	LATIN	family	12
Clarke	LATIN	family	3776
Clarke	LATIN	given	143
Clarke-Smith	LATIN	family	8
Clarkin	LATIN	family	17
Clarkson	LATIN	family	223
Clarkson	LATIN	given	46
Claro	LATIN	family	27
Claro	LATIN	given	7
Claros	LATIN	family	11
Clarrie	LATIN	given	7
Clary	LATIN	family	62
Clary	LATIN	given	14
Clarysse	LATIN	family	5
Clarà	LATIN	family	6
Clas	LATIN	given	72
Clasby	LATIN	family	5
Clase	LATIN	family	5
Clasen	LATIN	family	74
Clasina	LATIN	given	22
Clason	LATIN	family	32
Class	LATIN	family	12
Classe	LATIN	family	5
Classen	LATIN	family	68
Classon	LATIN	family	6
Clastres	LATIN	family	5
Clatworthy	LATIN	family	8
Clauberg	LATIN	family	5
Claud	LATIN	given	120
Claude	LATIN	family	114
Claude	LATIN	given	7867
Claude-François	LATIN	given	27
Claude-Henri	LATIN	given	10
Claude-Jean	LATIN	given	7
Claude-Joseph	LATIN	given	6
Claude-Louis	LATIN	given	11
Claude-Marie	LATIN	given	9
Claudel	LATIN	family	44
Claudemir	LATIN	given	15
Clauder	LATIN	family	10
Claudet	LATIN	family	8
Claudete	LATIN	given	9
Claudette	LATIN	given	123
Claudi	LATIN	family	11
Claudi	LATIN	given	58
Claudia	LATIN	given	7172
Claudie	LATIN	given	73
Claudina	LATIN	given	16
Claudine	LATIN	given	716
Claudinei	LATIN	given	18
Claudino	LATIN	family	10
Claudio	LATIN	family	13
Claudio	LATIN	given	3466
Claudio Marcelo	LATIN	given	6
Claudionor	LATIN	given	12
Claudiu	LATIN	given	169
Claudius	LATIN	family	48
Claudius	LATIN	given	274
Claudon	LATIN	family	19
Claudy	LATIN	given	17
Claughton	LATIN	family	8
Claunch	LATIN	family	5
Claus	LATIN	family	303
Claus	LATIN	given	1525
Claus-Dieter	LATIN	given	19
Claus-Peter	LATIN	given	37
Clausager	LATIN	family	8
Clause	LATIN	family	8
Clausel	LATIN	family	5
Clausen	LATIN	family	325
Clauser	LATIN	family	15
Clausi	LATIN	family	5
Clausing	LATIN	family	18
Clausius	LATIN	family	6
Clausmeyer	LATIN	family	6
Clausner	LATIN	family	7
Clausnitzer	LATIN	family	18
Clauson	LATIN	family	14
Clauss	LATIN	family	107
Clausse	LATIN	family	13
Claussen	LATIN	family	149
Claustre	LATIN	family	9
Clauzel	LATIN	family	16
Clauß	LATIN	family	54
Claußen	LATIN	family	16
Claußnitzer	LATIN	family	5
Clavadetscher	LATIN	family	8
Clavaud	LATIN	family	5
Clave	LATIN	family	9
Claveau	LATIN	family	22
Clavel	LATIN	family	88
Clavell	LATIN	family	41
Claver	LATIN	family	16
Claveria	LATIN	family	6
Claverie	LATIN	family	24
Clavering	LATIN	family	37
Clavering	LATIN	given	5
Clavero	LATIN	family	18
Clavery	LATIN	family	5
Clavería	LATIN	family	11
Clavet	LATIN	family	7
Clavette	LATIN	family	5
Clavien	LATIN	family	8
Clavier	LATIN	family	39
Clavijo	LATIN	family	28
Clavin	LATIN	family	5
Clavo	LATIN	family	6
Clavreul	LATIN	family	6
Clavé	LATIN	family	15
Claw	LATIN	family	5
Clawson	LATIN	family	48
Claxton	LATIN	family	64
Clay	LATIN	family	543
Clay	LATIN	given	463
Clayborn	LATIN	family	10
Clayborne	LATIN	family	6
Claybrooks	LATIN	family	5
Clayburgh	LATIN	family	5
Claycomb	LATIN	family	6
Clayden	LATIN	family	17
Claydon	LATIN	family	16
Claye	LATIN	family	5
Clayfield	LATIN	family	6
Clayhills	LATIN	family	10
Clayman	LATIN	family	10
Claypole	LATIN	family	8
Claypool	LATIN	family	20
Claypoole	LATIN	family	9
Clayson	LATIN	family	7
Clayton	LATIN	family	697
Clayton	LATIN	given	515
Claytor	LATIN	family	20
Claßen	LATIN	family	21
Claës	LATIN	given	48
Claëson	LATIN	family	7
Clea	LATIN	given	28
Cleal	LATIN	family	12
Clear	LATIN	family	24
Cleare	LATIN	family	10
Clearwater	LATIN	family	13
Cleary	LATIN	family	221
Cleasby	LATIN	family	6
Cleather	LATIN	family	10
Cleave	LATIN	family	12
Cleaveland	LATIN	family	19
Cleaver	LATIN	family	55
Cleaver	LATIN	given	5
Cleaves	LATIN	family	12
Cleber	LATIN	given	24
Cleberson	LATIN	given	6
Clebsch	LATIN	family	5
Clech	LATIN	family	10
Clee	LATIN	family	6
Cleemann	LATIN	family	8
Cleere	LATIN	family	6
Cleeren	LATIN	family	5
Clees	LATIN	family	6
Cleeve	LATIN	family	59
Cleff	LATIN	family	13
Cleffmann	LATIN	family	7
Clegg	LATIN	family	133
Cleghorn	LATIN	family	35
Cleide	LATIN	given	24
Cleinow	LATIN	family	8
Cleiton	LATIN	given	27
Cleland	LATIN	family	87
Cleland	LATIN	given	46
Clelia	LATIN	given	111
Clelio	LATIN	given	8
Clelland	LATIN	family	14
Clem	LATIN	family	22
Clem	LATIN	given	114
Clemans	LATIN	family	5
Clemen	LATIN	family	21
Clemen	LATIN	given	7
Clemence	LATIN	family	14
Clemence	LATIN	given	56
Clemenceau	LATIN	family	20
Clemencia	LATIN	given	8
Clemenger	LATIN	family	5
Clemens	LATIN	family	234
Clemens	LATIN	given	1308
Clemensen	LATIN	family	6
Clement	LATIN	family	363
Clement	LATIN	given	1002
Clemente	LATIN	family	149
Clemente	LATIN	given	462
Clementi	LATIN	family	66
Clementia	LATIN	given	27
Clementina	LATIN	given	264
Clementine	LATIN	given	337
Clementini	LATIN	family	10
Clementino	LATIN	given	12
Clementis	LATIN	family	11
Clements	LATIN	family	349
Clements	LATIN	given	16
Clementson	LATIN	family	9
Clementsson	LATIN	family	5
Clementz	LATIN	family	8
Clemenz	LATIN	family	14
Clemençon	LATIN	family	6
Clemesha	LATIN	family	6
Clemetson	LATIN	family	6
Clemie	LATIN	family	9
Cleminson	LATIN	family	9
Clemm	LATIN	family	47
Clemmensen	LATIN	family	28
Clemmer	LATIN	family	14
Clemmesen	LATIN	family	6
Clemmons	LATIN	family	29
Clemo	LATIN	family	8
Clemons	LATIN	family	75
Clemson	LATIN	family	17
Clench	LATIN	family	9
Clendenin	LATIN	family	16
Clendenning	LATIN	family	7
Clendon	LATIN	given	8
Clenshaw	LATIN	family	5
Clent	LATIN	family	7
Cleo	LATIN	given	94
Cleofe	LATIN	given	6
Cleomedes	LATIN	given	5
Cleon	LATIN	given	19
Cleone	LATIN	given	7
Cleopatra	LATIN	given	54
Cleopatre	LATIN	given	5
Cleophas	LATIN	given	16
Cleophea	LATIN	given	30
Cleophus	LATIN	given	9
Clephane	LATIN	family	32
Cler	LATIN	family	10
Clerc	LATIN	family	157
Clerck	LATIN	family	14
Clerckx	LATIN	family	5
Clercq	LATIN	family	7
Clercx	LATIN	family	6
Clere	LATIN	family	15
Cleren	LATIN	family	5
Clergeau	LATIN	family	7
Clergerie	LATIN	family	6
Clerget	LATIN	family	21
Clergue	LATIN	family	11
Clerici	LATIN	family	75
Clerico	LATIN	family	7
Clerides	LATIN	family	12
Clerinx	LATIN	family	7
Clerk	LATIN	family	196
Clerke	LATIN	family	89
Clerke	LATIN	given	8
Clermont	LATIN	family	38
Clermont	LATIN	given	18
Clermont-Tonnerre	LATIN	family	8
Clervaux	LATIN	given	32
Clerx	LATIN	family	7
Clery	LATIN	family	10
Cless	LATIN	family	7
Clesse	LATIN	family	7
Clete	LATIN	given	13
Cleto	LATIN	family	8
Cleto	LATIN	given	39
Cletus	LATIN	given	29
Cleuziou	LATIN	given	12
Cleve	LATIN	family	30
Cleve	LATIN	given	28
Cleveland	LATIN	family	244
Cleveland	LATIN	given	117
Cleven	LATIN	family	12
Clevenger	LATIN	family	25
Clever	LATIN	family	10
Clever	LATIN	given	7
Cleveringa	LATIN	family	5
Cleverley	LATIN	family	10
Cleverly	LATIN	family	14
Clevers	LATIN	family	6
Cleves	LATIN	family	7
Clewer	LATIN	family	7
Clewes	LATIN	family	5
Clewing	LATIN	family	5
Cleworth	LATIN	family	5
Clews	LATIN	family	17
Cleymans	LATIN	family	8
Cleyndert	LATIN	family	7
Cleß	LATIN	family	14
Clibborn	LATIN	family	19
Cliche	LATIN	family	23
Click	LATIN	family	10
Clicquot	LATIN	family	8
Clif	LATIN	given	19
Cliff	LATIN	family	59
Cliff	LATIN	given	688
Cliffe	LATIN	family	31
Cliffe	LATIN	given	7
Clifford	LATIN	family	470
Clifford	LATIN	given	1269
Cliffton	LATIN	given	7
Clift	LATIN	family	44
Clifton	LATIN	family	236
Clifton	LATIN	given	379
Clifton-Brown	LATIN	family	32
Clignet	LATIN	family	10
Clijsters	LATIN	family	5
Climenhaga	LATIN	family	5
Climent	LATIN	family	38
Climent	LATIN	given	20
Climie	LATIN	family	12
Climo	LATIN	family	26
Clinch	LATIN	family	32
Clinckspoor	LATIN	family	7
Cline	LATIN	family	132
Clines	LATIN	family	6
Clingan	LATIN	family	7
Clinger	LATIN	family	12
Clinkscale	LATIN	family	7
Clinkscales	LATIN	family	10
Clint	LATIN	family	8
Clint	LATIN	given	318
Clinton	LATIN	family	173
Clinton	LATIN	given	485
Clio	LATIN	given	41
Clippinger	LATIN	family	6
Clipsham	LATIN	family	5
Cliquet	LATIN	family	10
Clisby	LATIN	family	5
Clissold	LATIN	family	6
Clist	LATIN	family	9
Clitheroe	LATIN	family	10
Clitherow	LATIN	family	19
Clivaz	LATIN	family	6
Clive	LATIN	family	100
Clive	LATIN	given	800
Clivio	LATIN	family	5
Clizia	LATIN	given	11
Clo	LATIN	given	5
Cloarec	LATIN	family	22
Clobery	LATIN	family	5
Clochard	LATIN	family	7
Clodagh	LATIN	given	15
Clode	LATIN	family	15
Clodfelter	LATIN	family	6
Clodius	LATIN	family	8
Clodoaldo	LATIN	given	29
Clodomir	LATIN	given	11
Clodomiro	LATIN	given	18
Clodoveo	LATIN	given	5
Cloe	LATIN	given	20
Cloete	LATIN	family	102
Cloetens	LATIN	family	10
Cloherty	LATIN	family	6
Clohessy	LATIN	family	11
Clohesy	LATIN	family	6
Cloke	LATIN	family	22
Clokey	LATIN	family	6
Cloninger	LATIN	family	6
Cloonan	LATIN	family	11
Clooney	LATIN	family	7
Cloos	LATIN	family	22
Cloosterman	LATIN	family	8
Clop	LATIN	family	5
Clopton	LATIN	family	14
Cloquet	LATIN	family	6
Clore	LATIN	family	6
Clorinda	LATIN	given	27
Clos	LATIN	family	21
Close	LATIN	family	168
Closets	LATIN	family	5
Closier	LATIN	family	5
Closius	LATIN	family	11
Closs	LATIN	family	27
Closset	LATIN	family	15
Closson	LATIN	family	9
Closter	LATIN	family	6
Clostermann	LATIN	family	6
Clot	LATIN	family	23
Clotaire	LATIN	given	23
Clotet	LATIN	family	13
Clothier	LATIN	family	30
Clothilde	LATIN	given	60
Clotilde	LATIN	given	343
Clottu	LATIN	family	7
Clotworthy	LATIN	family	6
Clouard	LATIN	family	7
Cloud	LATIN	family	49
Cloud	LATIN	given	5
Cloudesley	LATIN	given	9
Clouet	LATIN	family	21
Clough	LATIN	family	141
Clough	LATIN	given	11
Clough-Taylor	LATIN	family	9
