# PRONOM, The National Archives' registry of file formats, as the terms a program working
# with documents actually writes. A format's name is a phrase — Portable Document Format,
# Extensible Hypertext Markup Language, Scalable Vector Graphics — and the registry states
# each format's extensions and media types beside it, which are the short names a parser or
# a test fixture declares. Each concept is the format's PUID at the registry's own
# permalink, so a match cites The National Archives' record for it.
#
# Columns: concept, prefLabel, altLabel, broader, kind, module, definition, note.
# prefLabel is the format's own name. altLabel pools the stated extensions and media
# types. note carries the stated version, because PRONOM publishes one record per version
# of a format. broader and definition are blank on every row: the signature file states no
# hierarchy and no prose, and the blank is the publisher's statement. NOT CARRIED, and
# said outright: the container signature file — it maps container signatures to PUIDs this
# file already names, and states no format row of its own.
#
# Name: PRONOM signature file V125
# Short name: PRONOM
# Publisher: The National Archives
# Published at: https://www.nationalarchives.gov.uk/pronom/
# Kind: terms
# Description: PRONOM: the names The National Archives states for file formats.
# Subject: file formats
# Source: PRONOM's DROID signature file V125, https://cdn.nationalarchives.gov.uk/documents/DROID_SignatureFile_V125.xml,
#   a numbered release the publisher does not state a content address for, so it is pinned
#   by this library's own digest over it — a weaker claim than a publisher's revision, and
#   stated as such:
#   d06f26aeb0f153013449bd2a2f912c8d480247c056fd9bfd3facdc39bff7a586.
# Licence: the site footer states Open Government Licence v3.0, which permits copying,
#   publishing and adapting the information with attribution. The attribution statement it
#   requires — contains public sector information licensed under the Open Government
#   Licence v3.0 — is carried here and in NOTICE.md.
# Generated by PronomFormatsExtraction: 2571 formats.
https://www.nationalarchives.gov.uk/PRONOM/fmt/378	Chemical Draw Exchange Format	cdx | chemical/x-cdx		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/379	Microsoft Visual FoxPro Class Library	vcx		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/38	Microsoft Word for Windows Document	doc | application/msword		format			version 2.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/380	Microsoft Visual FoxPro Project	pjx		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/381	FoxPro Project	pjx		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/382	Microsoft Visual FoxPro database container (table files)	dbc		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/383	VICAR (Video Image Communication and Retrieval) Planetary File Format	img | vic | vicar		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/384	Microsoft Visual FoxPro database container (memo files)	dct		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/385	Microsoft Windows Cursor	cur | image/x-win-bitmap		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/386	Microsoft Animated Cursor Format	ani		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/387	VCalendar format	vcs | text/x-vCalendar		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/388	Internet Calendar and Scheduling format	ics | text/calendar		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/389	Log ASCII Standard Format	las		format			version 1.2
https://www.nationalarchives.gov.uk/PRONOM/fmt/39	Microsoft Word Document	doc | application/msword		format			version 6.0/95
https://www.nationalarchives.gov.uk/PRONOM/fmt/390	Log ASCII Standard Format	las		format			version 2.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/391	Log ASCII Standard Format	las		format			version 3.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/392	MrSID Image Format (Multi-resolution Seamless Image Database)	sid		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/393	Borland Reflex flat datafile	rxd		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/394	DS_Store File (MAC)	ds_store		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/395	vCard	vcard | vcf | text/vcard		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/396	PocketMobi (Palm Resource) File	mobi | prc		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/397	Enigma Binary File (Finale)	mus		format			version 3+
https://www.nationalarchives.gov.uk/PRONOM/fmt/398	Enigma Transportable File (Finale)	etf		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/399	Stuffit X Archive File	sitx		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/4	Graphics Interchange Format	gif | image/gif		format			version 89a
https://www.nationalarchives.gov.uk/PRONOM/fmt/40	Microsoft Word Document	doc | wbk | application/msword		format			version 97-2003
https://www.nationalarchives.gov.uk/PRONOM/fmt/400	Macromedia FreeHand MX	fh11		format			version 11
https://www.nationalarchives.gov.uk/PRONOM/fmt/401	X-Windows Screen Dump	xdm | xwd		format			version X11
https://www.nationalarchives.gov.uk/PRONOM/fmt/402	Truevision TGA Bitmap	icb | tga | vda | vst		format			version 2.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/403	SuperCalc Spreadsheet	cal		format			version 1
https://www.nationalarchives.gov.uk/PRONOM/fmt/404	RealAudio	ra		format			version 4
https://www.nationalarchives.gov.uk/PRONOM/fmt/405	Portable Any Map	pam		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/406	Portable Grey Map - Binary	pgm | pgmb		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/407	Portable Grey Map - ASCII	pgm | pgma		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/408	Portable Pixel Map - Binary	ppm | ppmb		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/409	Portable Bitmap Image - Binary	pbmb | pnm		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/41	Raw JPEG Stream	jfi | jfif | jif | jpe | jpeg | jpg | image/jpeg		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/410	Internet Archive	arc		format			version 1.1
https://www.nationalarchives.gov.uk/PRONOM/fmt/411	RAR Archive	rar | application/vnd.rar		format			version 2.9
https://www.nationalarchives.gov.uk/PRONOM/fmt/412	Microsoft Word for Windows	docx | wbk | application/vnd.openxmlformats-officedocument.wordprocessingml.document		format			version 2007 onwards
https://www.nationalarchives.gov.uk/PRONOM/fmt/413	Scalable Vector Graphics Tiny	svg		format			version 1.2
https://www.nationalarchives.gov.uk/PRONOM/fmt/414	Audio Interchange File Format	aif | aiff		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/415	Cinema 4D	c4d		format			version 4.x
https://www.nationalarchives.gov.uk/PRONOM/fmt/416	Apple Core Audio Format	caf		format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/417	Adobe Illustrator	ai | application/postscript		format			version 88
https://www.nationalarchives.gov.uk/PRONOM/fmt/418	Adobe Illustrator	ai | application/postscript		format			version 3.0 / 3.2
https://www.nationalarchives.gov.uk/PRONOM/fmt/419	Adobe Illustrator	ai | application/postscript		format			version 4.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/42	JPEG File Interchange Format	jfi | jfif | jif | jpe | jpeg | jpg | image/jpeg		format			version 1.00
https://www.nationalarchives.gov.uk/PRONOM/fmt/420	Adobe Illustrator	ai | application/postscript		format			version 5.0 / 5.5
https://www.nationalarchives.gov.uk/PRONOM/fmt/421	Adobe Illustrator	ai | application/postscript		format			version Japan
https://www.nationalarchives.gov.uk/PRONOM/fmt/422	Adobe Illustrator	ai | eps | application/postscript		format			version 6.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/423	Adobe Illustrator	ai | application/postscript		format			version 7.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/424	OpenDocument Database Format	odb		format			version 1.2
https://www.nationalarchives.gov.uk/PRONOM/fmt/425	Video Object File (MPEG-2 subset)	vob		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/426	Harris Matrix	hm		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/427	CorelDraw Drawing	cdr		format			version 12.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/428	CorelDraw Drawing	cdr		format			version X3
https://www.nationalarchives.gov.uk/PRONOM/fmt/429	CorelDraw Drawing	cdr		format			version X4
https://www.nationalarchives.gov.uk/PRONOM/fmt/43	JPEG File Interchange Format	jfi | jfif | jif | jpe | jpeg | jpg | image/jpeg		format			version 1.01
https://www.nationalarchives.gov.uk/PRONOM/fmt/430	CorelDraw Drawing	cdr		format			version X5
https://www.nationalarchives.gov.uk/PRONOM/fmt/431	Corel R.A.V.E.	clk		format			version 2
https://www.nationalarchives.gov.uk/PRONOM/fmt/432	Corel R.A.V.E.	clk		format			version 3
https://www.nationalarchives.gov.uk/PRONOM/fmt/433	Drawing Interchange File Format (ASCII)	dxf | image/vnd.dxf		format			version 2007/2008/2009
https://www.nationalarchives.gov.uk/PRONOM/fmt/434	AutoCAD Drawing	dwg | image/vnd.dwg		format			version 2010/2011/2012
https://www.nationalarchives.gov.uk/PRONOM/fmt/435	Drawing Interchange File Format (ASCII)	dxf | image/vnd.dxf		format			version 2010/2011/2012
https://www.nationalarchives.gov.uk/PRONOM/fmt/436	Digital Negative Format (DNG)	dng | image/dng | image/tiff		format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/437	Digital Negative Format (DNG)	dng | image/dng		format			version 1.2
https://www.nationalarchives.gov.uk/PRONOM/fmt/438	Digital Negative Format (DNG)	dng | image/dng | image/tiff		format			version 1.3
https://www.nationalarchives.gov.uk/PRONOM/fmt/439	BSDIFF	bsdiff		format			version 4.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/44	JPEG File Interchange Format	jfi | jfif | jif | jpe | jpeg | jpg | image/jpeg		format			version 1.02
https://www.nationalarchives.gov.uk/PRONOM/fmt/440	Microsoft Project	mpp | application/vnd.ms-project		format			version 2007
https://www.nationalarchives.gov.uk/PRONOM/fmt/441	Windows Media Video (WVC1)	wmv		format			version 9 Advanced Profile (WVC1)
https://www.nationalarchives.gov.uk/PRONOM/fmt/442	Microsoft Visio (generic)	vsd | application/vnd.visio		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/443	Microsoft Visio Drawing	vsd | application/vnd.visio		format			version 2003-2010
https://www.nationalarchives.gov.uk/PRONOM/fmt/444	OpenDocument Database Format	odb		format			version 1.1
https://www.nationalarchives.gov.uk/PRONOM/fmt/445	Microsoft Excel Macro-Enabled	xlsm | application/vnd.ms-excel.sheet.macroEnabled.12		format			version 2007
https://www.nationalarchives.gov.uk/PRONOM/fmt/446	Adobe Portable Document Catalog Index File	pdx		format			version 2.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/447	Adobe Portable Document Catalog Index File	pdx		format			version 3.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/448	Adobe Portable Document Catalog Index File	pdx		format			version 3.1
https://www.nationalarchives.gov.uk/PRONOM/fmt/449	Adobe Portable Document Catalog Index File	pdx		format			version 3.2
https://www.nationalarchives.gov.uk/PRONOM/fmt/45	Rich Text Format	rtf | application/rtf | text/rtf		format			version 1.0-1.4
https://www.nationalarchives.gov.uk/PRONOM/fmt/450	VectorWorks	vwx | application/vnd.vectorworks		format			version 12.5
https://www.nationalarchives.gov.uk/PRONOM/fmt/451	VectorWorks	vwx | application/vnd.vectorworks		format			version 2009
https://www.nationalarchives.gov.uk/PRONOM/fmt/452	Acrobat Catalog Cat File	cat		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/453	Verity Collection Stop List	stp		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/454	Verity Collection Index About File	abt		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/455	Verity Collection Index Pending Transaction File	trn		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/456	Verity Collection Index Style Policy	plc		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/457	Verity Collection Document Dataset Descriptor Style Set	ddd		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/458	Verity Collection Document Index Descriptor Style Set	did		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/459	Verity Collection Word List Descriptor Style Set	wld		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/46	Rich Text Format			format			version 1.1
https://www.nationalarchives.gov.uk/PRONOM/fmt/460	Verity Collection Partition Definition Descriptor Style Set	pdd		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/461	Verity Collection Index Descriptor File	ddd | did | pdd | wld		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/462	MS-DOS Compression Format (SZDD Variant)			format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/463	JPM (JPEG 2000 part 6)	jpm | image/jpm		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/464	CorelDraw Drawing	cdr		format			version 5.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/465	CorelDraw Drawing	cdr		format			version 4.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/466	CorelDraw Drawing	cdr		format			version 2.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/467	CorelDraw Drawing	cdr		format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/468	ISO 9660 Disk Image File	bin | cdr | dmg | iso | toast		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/469	MS DOS Compression Format (KWAJ Variant)			format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/47	Rich Text Format			format			version 1.2
https://www.nationalarchives.gov.uk/PRONOM/fmt/470	Asymetrix Toolbook File	sbk | tbk		format			version 1-5
https://www.nationalarchives.gov.uk/PRONOM/fmt/471	Hypertext Markup Language	htm | html | text/html		format			version 5
https://www.nationalarchives.gov.uk/PRONOM/fmt/472	Sony Digital Voice File/Sony Memory Stick Voice File	dvf | msv		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/473	Microsoft Office Owner File	doc | docx		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/474	Windows Help File	hlp		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/475	Microsoft Management Console Snap-in Control file	msc		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/476	Acrobat PDF/A - Portable Document Format	pdf | application/pdf		format			version 2a
https://www.nationalarchives.gov.uk/PRONOM/fmt/477	Acrobat PDF/A - Portable Document Format	pdf | application/pdf		format			version 2b
https://www.nationalarchives.gov.uk/PRONOM/fmt/478	Acrobat PDF/A - Portable Document Format	pdf | application/pdf		format			version 2u
https://www.nationalarchives.gov.uk/PRONOM/fmt/479	Acrobat PDF/A - Portable Document Format	pdf | application/pdf		format			version 3a
https://www.nationalarchives.gov.uk/PRONOM/fmt/48	Rich Text Format			format			version 1.3
https://www.nationalarchives.gov.uk/PRONOM/fmt/480	Acrobat PDF/A - Portable Document Format	pdf | application/pdf		format			version 3b
https://www.nationalarchives.gov.uk/PRONOM/fmt/481	Acrobat PDF/A - Portable Document Format	pdf | application/pdf		format			version 3u
https://www.nationalarchives.gov.uk/PRONOM/fmt/482	Apple iBook format	ibooks | application/x-ibooks+zip		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/483	ePub Format	epub | application/epub+zip		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/484	7Zip format	7z		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/485	Rocket Book eBook format	rb		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/486	Macromedia (Adobe) Director Compressed Resource file	dcr		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/487	Macro Enabled Microsoft Powerpoint	pptm | application/vnd.ms-powerpoint.presentation.macroEnabled.12		format			version 2007 Onwards
https://www.nationalarchives.gov.uk/PRONOM/fmt/488	Acrobat PDF/X - Portable Document Format - Exchange PDF/X-4	pdf | application/pdf		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/489	Acrobat PDF/X - Portable Document Format - Exchange PDF/X-4p	pdf | application/pdf		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/49	Rich Text Format			format			version 1.4
https://www.nationalarchives.gov.uk/PRONOM/fmt/490	Acrobat PDF/X - Portable Document Format - Exchange PDF/X-5g	pdf | application/pdf		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/491	Acrobat PDF/X - Portable Document Format - Exchange PDF/X-5pg	pdf | application/pdf		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/492	Acrobat PDF/X - Portable Document Format - Exchange PDF/X-5n	pdf | application/pdf		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/493	Acrobat PDF/E - Portable Document Format for Engineering PDF/E-1	pdf | application/pdf		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/494	Microsoft Office Encrypted Document	docx | pptx | xlsx		format			version 2007 Onwards
https://www.nationalarchives.gov.uk/PRONOM/fmt/495	ATCO-CIF	cif		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/496	TransXchange File Format	txc		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/497	Wireless Bitmap	wbmp | image/vnd-wap-wbmp		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/498	ActiveX License Package file	lpk		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/499	VivoActive	viv | video/vnd-vivo		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/5	Audio/Video Interleaved Format	avi | video/x-msvideo		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/50	Rich Text Format	rtf | application/rtf | text/rtf		format			version 1.5-1.6
https://www.nationalarchives.gov.uk/PRONOM/fmt/500	Internet Explorer for Mac cache file	waf		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/501	PostScript	ps | application/postscript		format			version 3.1
https://www.nationalarchives.gov.uk/PRONOM/fmt/502	Bentley V8 DGN	dgn		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/503	AppleDouble Resource Fork	multipart/appledouble		format			version 2
https://www.nationalarchives.gov.uk/PRONOM/fmt/504	Standard Flowgram Format	sff		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/505	Adobe Flash	swf | application/x-shockwave-flash		format			version 8
https://www.nationalarchives.gov.uk/PRONOM/fmt/506	Adobe Flash	swf | application/x-shockwave-flash		format			version 9
https://www.nationalarchives.gov.uk/PRONOM/fmt/507	Adobe Flash	swf | application/x-shockwave-flash		format			version 10
https://www.nationalarchives.gov.uk/PRONOM/fmt/508	Quarter Inch Cartridge Host Interchange Format	qic		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/509	Adobe PostScript Font Metrics file	pfm		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/51	Rich Text Format			format			version 1.6
https://www.nationalarchives.gov.uk/PRONOM/fmt/510	PowerProject Teamplan	pdb		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/511	PowerProject	pp		format			version 7
https://www.nationalarchives.gov.uk/PRONOM/fmt/512	PowerProject	pp		format			version 8
https://www.nationalarchives.gov.uk/PRONOM/fmt/513	PowerProject	pp		format			version 9
https://www.nationalarchives.gov.uk/PRONOM/fmt/514	PowerProject	pp		format			version 10
https://www.nationalarchives.gov.uk/PRONOM/fmt/515	PowerProject	pp		format			version 11
https://www.nationalarchives.gov.uk/PRONOM/fmt/516	PowerProject	pp		format			version 12.0.01
https://www.nationalarchives.gov.uk/PRONOM/fmt/517	PowerProject	pp		format			version 12.0.02+
https://www.nationalarchives.gov.uk/PRONOM/fmt/518	Broad Band eBook	lrf		format			version LRF
https://www.nationalarchives.gov.uk/PRONOM/fmt/519	Polynomial Texture Map	ptm		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/52	Rich Text Format	rtf | application/rtf | text/rtf		format			version 1.7
https://www.nationalarchives.gov.uk/PRONOM/fmt/520	OpenType Font File	otf | font/otf		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/521	Adobe Multiple Master Metrics font file	mmm		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/522	Open Project File	pod		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/523	Macro enabled Microsoft Word Document OOXML	docm | application/vnd.ms-word.document.macroEnabled.12		format			version 2007 Onwards
https://www.nationalarchives.gov.uk/PRONOM/fmt/524	Microsoft Office Theme	thmx | application/vnd.ms-officetheme		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/525	Adobe Printer Font Binary	pfb		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/526	Adobe Font List	lst		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/527	Broadcast WAVE	wav | audio/x-wav		format			version 2 Generic
https://www.nationalarchives.gov.uk/PRONOM/fmt/528	Multiple-image Network Graphics	mng | video/x-mng		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/529	JPEG Network Graphics	jng | image/x-jng		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/53	Rich Text Format	rtf | application/rtf | text/rtf		format			version 1.8
https://www.nationalarchives.gov.uk/PRONOM/fmt/530	eRuby HTML document	rhtm | rhtml		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/531	AutoCAD Drawing	dwg | image/vnd.dwg		format			version 2013/2014
https://www.nationalarchives.gov.uk/PRONOM/fmt/532	Drawing Interchange File Format (ASCII)	dxf | image/vnd.dxf		format			version 2013/2014/2015/2016/2017
https://www.nationalarchives.gov.uk/PRONOM/fmt/533	Adobe FrameMaker Document	fm | application/vnd.framemaker		format			version 2.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/534	Adobe FrameMaker Document	fm | application/vnd.framemaker		format			version 3.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/535	Adobe FrameMaker Document	fm | application/vnd.framemaker		format			version 4.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/536	Adobe FrameMaker Document	fm | application/vnd.framemaker		format			version 5.5
https://www.nationalarchives.gov.uk/PRONOM/fmt/537	Adobe FrameMaker Document	fm | application/vnd.framemaker		format			version 6.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/538	Adobe FrameMaker Document	fm | application/vnd.framemaker		format			version 7.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/539	Adobe FrameMaker Document	fm | application/vnd.framemaker		format			version 9.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/54	Drawing Interchange Binary Format	dxb		format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/540	Cinema 4D	c4d		format			version 5.x
https://www.nationalarchives.gov.uk/PRONOM/fmt/541	Digital Moving Picture Exchange Bitmap	dpx		format			version 2.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/542	GEM Metafile Format	gem		format			version 1.01
https://www.nationalarchives.gov.uk/PRONOM/fmt/543	GEM Metafile Format	gem		format			version 3.10
https://www.nationalarchives.gov.uk/PRONOM/fmt/544	Macromedia FreeHand	fh7		format			version 7
https://www.nationalarchives.gov.uk/PRONOM/fmt/545	Macromedia FreeHand	fh8		format			version 8
https://www.nationalarchives.gov.uk/PRONOM/fmt/546	Macromedia FreeHand	fh9		format			version 9
https://www.nationalarchives.gov.uk/PRONOM/fmt/547	Macromedia FreeHand	fh10		format			version 10
https://www.nationalarchives.gov.uk/PRONOM/fmt/548	Adobe InDesign Document	ind | indd | indt		format			version CS2
https://www.nationalarchives.gov.uk/PRONOM/fmt/549	Adobe InDesign Document	ind | indd | indt		format			version CS3
https://www.nationalarchives.gov.uk/PRONOM/fmt/55	Microsoft Excel 2.x Worksheet (xls)	xls | application/vnd.ms-excel		format			version 2
https://www.nationalarchives.gov.uk/PRONOM/fmt/550	Adobe InDesign Document	ind | indd | indt		format			version CS4
https://www.nationalarchives.gov.uk/PRONOM/fmt/551	Adobe InDesign Document	ind | indd | indt		format			version CS5
https://www.nationalarchives.gov.uk/PRONOM/fmt/552	Adobe InDesign Document	ind | indd | indt		format			version CS6
https://www.nationalarchives.gov.uk/PRONOM/fmt/553	Microsoft Excel Chart	xlc | application/vnd.ms-excel		format			version 2.x
https://www.nationalarchives.gov.uk/PRONOM/fmt/554	Microsoft Excel Chart	xlc | application/vnd.ms-excel		format			version 3.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/555	Microsoft Excel Macro	xlm | application/vnd.ms-excel		format			version 2.x
https://www.nationalarchives.gov.uk/PRONOM/fmt/556	Microsoft Excel Macro	xlm | application/vnd.ms-excel		format			version 3.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/557	Adobe Illustrator	ai | eps | application/postscript		format			version 8.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/558	Adobe Illustrator	ai | pdf | application/postscript		format			version 9.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/559	Adobe Illustrator	ai | pdf | application/postscript		format			version 10.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/56	Microsoft Excel 3.0 Worksheet (xls)	xls | application/vnd.ms-excel		format			version 3
https://www.nationalarchives.gov.uk/PRONOM/fmt/560	Adobe Illustrator	ai | pdf | application/postscript		format			version 11.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/561	Adobe Illustrator	ai | pdf | application/postscript		format			version 12.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/562	Adobe Illustrator	ai | pdf | application/postscript		format			version 13.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/563	Adobe Illustrator	ai | pdf | application/postscript		format			version 14.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/564	Adobe Illustrator	ai | pdf | application/postscript		format			version 15.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/565	Adobe Illustrator	ai | pdf | application/postscript		format			version 16.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/566	WebP	webp | image/webp		format			version Lossy
https://www.nationalarchives.gov.uk/PRONOM/fmt/567	WebP	webp | image/webp		format			version Lossless
https://www.nationalarchives.gov.uk/PRONOM/fmt/568	WebP	webp | image/webp		format			version Extended
https://www.nationalarchives.gov.uk/PRONOM/fmt/569	Matroska	mk3d | mka | mks | mkv		format			version 1-4
https://www.nationalarchives.gov.uk/PRONOM/fmt/57	Microsoft Excel 4.0 Worksheet (xls)	xls | application/vnd.ms-excel		format			version 4S
https://www.nationalarchives.gov.uk/PRONOM/fmt/570	Extensible Metadata Platform Packet	xmp		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/571	Domino XML Document Export	dxl		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/572	Domino XML Database Export	dxl		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/573	WebM	webm | video/webm		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/574	Digital Imaging and Communications in Medicine File Format	dcm | application/dicom		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/575	GraphPad Prism	pzm		format			version 1-3
https://www.nationalarchives.gov.uk/PRONOM/fmt/576	GraphPad Prism	pzf		format			version 4
https://www.nationalarchives.gov.uk/PRONOM/fmt/577	Image Cytometry Standard	ics		format			version 1
https://www.nationalarchives.gov.uk/PRONOM/fmt/578	Image Cytometry Standard	ics		format			version 2
https://www.nationalarchives.gov.uk/PRONOM/fmt/579	X3D	x3d		format			version 3.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/58	Microsoft Excel 4.0 Workbook (xls)	xlw | application/vnd.ms-excel		format			version 4W
https://www.nationalarchives.gov.uk/PRONOM/fmt/580	X3D	x3d		format			version 3.1
https://www.nationalarchives.gov.uk/PRONOM/fmt/581	X3D	x3d		format			version 3.2
https://www.nationalarchives.gov.uk/PRONOM/fmt/582	X3D	x3d		format			version 3.3
https://www.nationalarchives.gov.uk/PRONOM/fmt/583	Vector Markup Language	htm | html | vml		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/584	Windows Media Metafile	asx | wax | wmx | wvx		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/585	MPEG-2 Transport Stream	m2t | m2ts | ts		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/586	LifeTechnologies SDS	sds		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/587	LifeTechnologies ABIF	abif		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/588	Redcode RAW (R3D) Media File	r3d		format			version 1
https://www.nationalarchives.gov.uk/PRONOM/fmt/589	Windows Media Playlist	wpl | application/vnd.ms-wpl		format			
