# How much of the literature OpenAlex places under each of its topics: the works it counts
# under the topic and the citations those works received. This is the publisher's own
# measure of how broad a topic is, and the spread is wide enough that a reading treating
# every topic as the same size is stating something OpenAlex did not — the largest topic
# holds several per cent of every work counted and the smallest a few ten-thousandths of
# one per cent.
#
# It is bundled beside openalex-topics.tsv rather than inside it because the eight columns
# of that file are SKOS's own properties, all of them text, and SKOS states no property for
# the size of a concept's corpus. The two files are written by one pass over one snapshot
# and both name the digest below, so a file regenerated against a different snapshot cannot
# sit beside one that was not.
#
# Columns: concept, worksCount, citedByCount. One row per topic; OpenAlex counts no subfield, field or domain,
# so those are absent rather than zero.
#
# Source: OpenAlex's own topics snapshot, s3://openalex/data/jsonl/topics/ at 2026-06-26, the manifest and the 6 parts it names, stating 4516 records,
#   pinned by the SHA-256 ContentDigest states over the manifest and the parts it names:
#   1536cbda3cc11838aaa67ef9c9c5f2b327a8ac8875ad07f306f4da44c16e8048.
# Licence: CC0 1.0 Universal. OpenAlex places its data in the public domain and asks to be
#   cited rather than requiring it (https://docs.openalex.org/additional-help/faq).
# Generated by OpenAlexTopicsExtraction: 4516 topics.
T10510	122552	1404874
T10511	171285	651996
T10512	122438	1745058
T10513	77170	1252036
T10514	70377	1169268
T10515	126098	2236532
T10516	99696	1532770
T10517	101549	891510
T10518	110875	1046060
T10519	86923	1628517
T10520	90196	1600280
T10521	165860	5285921
T10522	204715	1649051
T10523	168697	1941603
T10524	63806	794439
T10525	80408	885006
T10526	72465	1164522
T10527	191221	1341253
T10528	77074	2157712
T10529	109375	3278821
T10530	60184	1293838
T10531	107264	1823043
T10532	75286	1759789
T10533	80516	633560
T10534	128658	1428765
T10535	150731	1789970
T10536	94804	1357829
T10537	125668	2039807
T10538	83232	1587352
T10539	82532	1658146
T10540	69203	1332093
T10541	53940	436277
T10542	105784	1721236
T10543	145851	1462648
T10544	128157	1612677
T10545	60238	751298
T10546	122616	876366
T10547	44390	797496
T10548	51871	1298523
T10549	151360	2200680
T10550	117763	1396973
T10551	103023	1290902
T10552	91975	1353551
T10553	99019	1195189
T10554	129077	1575010
T10555	117535	1873919
T10556	83552	1945671
T10557	133081	1866036
T10558	86687	767439
T10559	277074	360144
T10560	113819	1340367
T10561	66158	280247
T10562	90686	1303343
T10563	83586	1070598
T10564	99418	1840760
T10565	56424	916435
T10566	92820	1339145
T10567	50610	861518
T10568	39437	580409
T10569	69877	1114738
T10570	90537	2787338
T10571	67616	739416
T10572	188457	887432
T10573	48425	417557
T10574	83537	1405711
T10575	84558	696900
T10576	68566	939299
T10577	93113	1516624
T10578	37571	906713
T10579	36289	447609
T10580	136664	3800167
T10581	138647	4570903
T10582	63659	687213
T10583	86487	2994521
T10584	111283	1386210
T10585	66095	919059
T10586	114820	1269998
T10587	65347	2518670
T10588	89244	918363
T10589	145104	2002063
T10590	100427	1295542
T10591	489743	2562335
T10592	53796	602687
T10593	68076	1665488
T10594	172693	1869014
T10595	204749	664985
T10596	159246	1452484
T10597	319480	575591
T10598	92422	993194
T10599	102613	940931
T10600	87552	798684
T10601	72549	684620
T10602	151037	3675353
T10603	120120	1185373
T10604	108412	3366130
T10605	230218	998794
T10606	83707	929407
T10607	82621	1368157
T10608	66878	2218428
T10609	160570	2006152
T10610	70316	1725619
T10611	52805	1389032
T10612	98692	1687919
T10613	140515	2977411
T10614	58229	1372168
T10615	69703	1125059
T10616	113857	1008808
T10617	82852	2794035
T10618	73429	819325
T10619	88337	1192763
T10620	76851	1988787
T10621	67171	1094760
T10622	158824	1989342
T10623	77454	988695
T10624	128414	878145
T10625	119254	1857665
T10626	56902	813779
T10627	119821	1649657
T10628	86549	588754
T10629	53132	1177362
T10630	170816	1405486
T10631	144568	2947070
T10632	136451	1282824
T10633	58591	943220
T10634	71128	1057498
T10635	91175	849255
T10636	112458	1592450
T10637	38408	655950
T10638	71682	738764
T10639	61730	684056
T10640	114928	1938291
T10641	88924	945863
T10642	54406	806691
T10643	128605	1734402
T10644	147366	2034928
T10645	124595	1412575
T10646	61843	1425760
T10647	94198	1035637
T10648	79896	888274
T10649	93836	1209803
T10650	40314	498465
T10651	66810	409951
T10652	32619	770783
T10653	61717	685923
T10654	93355	1319530
T10655	73002	538476
T10656	57775	1766748
T10657	96911	1567955
T10658	120301	1110567
T10659	121124	1482359
T10660	127956	2518953
T10661	132082	2490295
T10662	91949	966024
T10663	136512	1887834
T10664	67452	858520
T10665	86065	1464490
T10666	69597	1037755
T10667	53457	525095
T10668	85712	1032859
T10669	176711	683533
T10670	91647	996069
T10671	86888	1142331
T10672	83872	665095
T10673	89524	1200104
T10674	78530	1149097
T10675	86069	909115
T10676	101578	2091258
T10677	91224	1750898
T10678	96591	2158005
T10679	114941	791972
T10680	73453	709528
T10681	107379	987757
T10682	123915	1371051
T10683	228922	2881255
T10684	61986	1185174
T10685	67530	1539611
T10686	68501	1552798
T10687	67989	837159
T10688	92242	1524764
T10689	66443	1250990
T10690	50011	690944
T10691	92649	1963675
T10692	75133	1138532
T10693	50814	767344
T10694	49374	947333
T10695	110254	1151821
T10696	109626	1071687
T10697	74689	918177
T10698	115769	948301
T10699	102615	1770553
T10700	89611	865950
T10701	57848	1043291
T10702	169544	1790123
T10703	113422	830353
T10704	57667	1286068
T10705	74319	1404169
T10706	117616	1817167
T10707	41818	833473
T10708	77687	1149409
T10709	38304	377411
T10710	55894	1460670
T10711	58842	825258
T10712	114435	280936
T10713	101247	775783
T10714	64173	647940
T10715	196572	1216367
T10716	80969	1467107
T10717	97349	1237628
T10718	107252	1133250
T10719	48804	622611
T10720	38519	537891
T10721	72637	1642555
T10722	74671	1023169
T10723	53917	687734
T10724	57352	1389876
T10725	110381	3010360
T10726	51059	623068
T10727	36676	470365
T10728	96359	1347255
T10729	84162	1908262
T10730	76127	1227162
T10731	105394	779136
T10732	72761	704709
T10733	555766	1181643
T10734	98423	532504
T10735	66787	1507867
T10736	66734	801094
T10737	50662	759321
T10738	75189	188078
T10739	64902	631359
T10740	32564	377157
T10741	45507	364743
T10742	50081	508144
T10743	70359	808008
T10744	470264	1572144
T10745	119720	1999543
T10746	78824	1489994
T10747	119299	958694
T10748	108521	2215335
T10749	168859	709191
T10750	81911	1165477
T10751	67063	790461
T10752	58255	615911
T10753	115261	2934871
T10754	93383	1236589
T10755	67687	1340767
T10756	122820	2702576
T10757	117103	611072
T10758	202443	531363
T10759	186806	553983
T10760	117700	1170766
T10761	52801	629041
T10762	107352	996567
T10763	93632	972552
T10764	84165	1039833
T10765	229243	1510326
T10766	68473	1223137
T10767	60672	298971
T10768	96166	954317
T10769	62661	985922
T10770	68499	1059977
T10771	91535	1847812
T10772	94367	1038281
T10773	80540	2374932
T10774	57543	585999
T10775	58290	885242
T10776	82559	884847
T10777	57539	313287
T10778	104792	1311961
T10779	77247	1277733
T10780	54271	609250
T10781	981037	900616
T10782	69046	1931609
T10783	122206	1431517
T10784	103187	1933179
T10785	131156	1663127
T10786	86264	1300545
T10787	216415	553812
T10788	68450	1456539
T10789	48836	466679
T10790	70218	1272452
T10791	124219	1509076
T10792	123947	1749430
T10793	69750	842856
T10794	246858	683814
T10795	67444	1132698
T10796	58388	717113
T10797	86072	929898
T10798	46746	1234098
T10799	88591	856873
T10800	47024	681305
T10801	49016	589226
T10802	77955	424784
T10803	52759	582990
T10804	179539	2011271
T10805	69798	435053
T10806	66837	690310
T10807	59647	727127
T10808	52387	318516
T10809	155520	1082431
T10810	51547	1077421
T10811	58232	1208227
T10812	50861	1009342
T10813	58770	568091
T10814	117256	3077293
T10815	224644	1213695
T10816	127064	1243179
T10817	41912	578137
T10818	154236	1261589
T10819	70867	1433604
T10820	57692	956544
T10821	121080	1898188
T10822	89477	928427
T10823	94714	1221566
T10824	77432	1072805
T10825	253469	2290243
T10826	107895	2211550
T10827	48123	915138
T10828	51870	540429
T10829	72239	738370
T10830	106432	812892
T10831	126180	3711988
T10832	101982	1180329
T10833	114209	905212
T10834	86513	587184
T10835	107132	1509550
T10836	101908	1942784
T10837	100899	1441562
T10838	81381	913775
T10839	133629	3182204
T10840	52289	633446
T10841	82733	1728013
T10842	64808	472860
T10843	74579	484333
T10844	110323	796976
T10845	52449	1096977
T10846	79867	438941
T10847	59013	402502
T10848	44762	1026740
T10849	65608	449601
T10850	59743	781622
T10851	44553	459994
T10852	68576	748231
T10853	60688	1963098
T10854	64479	1313769
T10855	61470	1444234
T10856	94953	460707
T10857	206891	622090
T10858	111086	1059122
T10859	45736	1356409
T10860	108408	1052046
T10861	72326	663131
T10862	83647	941985
T10863	85523	781570
T10864	47790	677528
T10865	47273	698267
T10866	99847	1876382
T10867	71882	1086359
T10868	43553	508399
T10869	61418	1546355
T10870	83408	1222621
T10871	27425	646966
T10872	64792	649862
T10873	103540	1186739
T10874	56531	466298
T10875	70480	945208
T10876	143972	1541827
T10877	86793	1117771
T10878	113399	2963059
T10879	49714	537377
T10880	104900	1605962
T10881	63782	1340825
T10882	87332	1624465
T10883	106352	582958
T10884	62108	385899
T10885	389389	1750959
T10886	48082	912880
T10887	106020	2086744
T10888	76331	588883
T10889	85693	1240059
T10890	101094	1240929
T10891	47005	453705
T10892	109745	657399
T10893	396127	725881
T10894	92987	1387816
T10895	1386720	2482355
T10896	84796	608661
T10897	79648	784872
T10898	72716	1225380
T10899	46032	401321
T10900	54045	908504
T10901	67576	483613
T10902	92032	712601
T10903	96914	1612278
T10904	89078	544460
T10905	78742	817494
T10906	54537	612676
T10907	70679	729643
T10908	277406	3770655
T10909	53688	634581
T10910	225862	374354
T10911	149422	2311474
T10912	59117	508290
T10913	98691	2166157
T10914	70470	847191
T10915	94365	2049472
T10916	55271	643782
T10917	60248	567833
T10918	46709	1245140
T10919	87642	1701538
T10920	47277	1107100
T10921	89973	768346
T10922	50685	892973
T10923	91323	1816519
T10924	69584	1253238
T10925	52613	1029486
T10926	106253	954873
T10927	41898	331806
T10928	75694	1191452
T10929	41908	1706589
T10930	104122	1114528
T10931	24469	331927
T10932	113742	2078996
T10933	50652	474653
T10934	65847	1928558
T10935	84718	1097321
T10936	36008	448961
T10937	51133	1525359
T10938	43690	1073849
T10939	56770	589221
T10940	41437	454337
T10941	559248	511398
T10942	116102	457725
T10943	83490	1278892
T10944	50339	385086
T10945	63670	1071929
T10946	65175	581640
T10947	107257	1254818
T10948	52423	320394
T10949	86082	1702637
T10950	70825	1037604
T10951	46590	532203
T10952	49826	1553609
T10953	55497	458256
T10954	57332	580161
T10955	122010	856391
T10956	53499	1051577
T10957	50709	874472
T10958	64031	903785
T10959	54499	571387
T10960	42861	885985
T10961	72911	597463
T10962	54346	615205
T10963	58121	1170860
T10964	28006	419583
T10965	152424	1473238
T10966	61835	1285467
T10967	59619	1170720
T10968	62509	780779
T10969	109765	1096686
T10970	46935	916460
T10971	92951	1857110
T10972	39677	341058
T10973	144525	1782924
T10974	55010	637899
T10975	77131	752483
T10976	95823	1566911
T10977	52618	786837
T10978	1675530	1138003
T10979	93370	838987
T10980	59054	485133
T10981	89813	1419369
T10982	52870	1149874
T10983	66347	809215
T10984	79948	719475
T10985	86590	1865156
T10986	38981	306224
T10987	93552	620641
T10988	95105	1200408
T10989	70618	636445
T10990	40307	568685
T10991	55949	656405
T10992	90766	747568
T10993	54226	1098021
T10994	104997	638207
T10995	330518	1791706
T10996	61233	726591
T10997	74794	1012846
T10998	81929	1008913
T10999	85351	978353
T11000	41097	410344
T11001	39046	931661
T11002	50985	627367
T11003	39963	277516
T11004	161808	813835
T11005	48605	391940
T11006	156530	775061
T11007	93529	1017875
T11008	53567	549901
T11009	43772	1121514
T11010	76015	921740
T11011	57643	943097
T11012	85004	866707
T11013	72138	900566
T11014	46230	653600
T11015	28630	395008
T11016	201742	4248532
T11017	58002	674107
T11018	55562	820135
T11019	45757	641501
T11020	155872	4731229
T11021	65798	576235
T11022	68484	551874
T11023	48674	504128
T11024	39711	663035
T11025	44796	672004
T11026	76339	823200
T11027	196584	2143982
T11028	86970	554621
T11029	81817	1089430
T11030	51880	684665
T11031	47357	677398
T11032	57725	456864
T11033	67905	759563
T11034	39006	337678
T11035	74319	671596
T11036	95233	1142042
T11037	78604	928536
T11038	37690	304319
T11039	37880	466662
