# arXiv's subject taxonomy as a functional taxonomy of research: ten groups, the archives
# inside them and the categories inside those, each category carrying the description arXiv
# states its subject matter in. Like every functional taxonomy here it is a distribution to
# compare against and not a vocabulary to match — nobody writes cs.CL in code, and nobody
# writes Computation and Language either. What a scope is compared on is the description:
# cs.IR covers indexing, dictionaries, retrieval, content and analysis, and a repository
# about those things reads like that sentence whether or not it ever quotes a word of it.
#
# Columns: concept, prefLabel, altLabel, broader, kind, module, definition, note.
# broader is the archive a category is stated inside, the group an archive is stated inside,
# and empty for a group; module is the group a concept rolls up to. altLabel is the alias
# arXiv publishes beside a name — cs.CL is also cmp-lg, math.IT is also cs.IT — which is the
# publisher stating synonymy rather than anyone grouping by hand. A group, archive or
# category arXiv does not state as live is not carried, and neither is the group it marks as
# a test.
#
# Source: arXiv's own taxonomy definitions, the module its software classifies by, read from
#   https://raw.githubusercontent.com/arxiv/arxiv-base/a5985f621b07a4031c9e9b4f870a2206a9aa15a7/arxiv/taxonomy/definitions.py.
# Licence: MIT, Copyright (c) 2026 arXiv, Inc.
#   (https://github.com/arxiv/arxiv-base/blob/develop/LICENSE). The identifiers, names and
#   subject descriptions are arXiv's statement of its own classification, read from the
#   software that applies it — the same ground on which this library reads a query engine's
#   function catalogue out of the engine.
# Generated by ArxivTaxonomyExtraction: 174 concepts.
cs.ET	Emerging Technologies		cs	category	grp_cs	Covers approaches to information processing (computing, communication, sensing) and bio-chemical analysis based on alternatives to silicon CMOS-based technologies, such as nanoscale electronic, photonic, spin-based, superconducting, mechanical, bio-chemical and quantum technologies (this list is not exclusive). Topics of interest include (1) building blocks for emerging technologies, their scalability and adoption in larger systems, including integration with traditional technologies, (2) modeling, design and optimization of novel devices and systems, (3) models of computation, algorithm design and programming for emerging technologies.	
cs.FL	Formal Languages and Automata Theory		cs	category	grp_cs	Covers automata theory, formal language theory, grammars, and combinatorics on words. This roughly corresponds to ACM Subject Classes F.1.1, and F.4.3. Papers dealing with computational complexity should go to cs.CC; papers dealing with logic should go to cs.LO.	
cs.GL	General Literature		cs	category	grp_cs	Covers introductory material, survey material, predictions of future trends, biographies, and miscellaneous computer-science related material. Roughly includes all of ACM Subject Class A, except it does not include conference proceedings (which will be listed in the appropriate subject area).	
cs.GR	Graphics		cs	category	grp_cs	Covers all aspects of computer graphics. Roughly includes material in all of ACM Subject Class I.3, except that I.3.5 is is likely to have Computational Geometry as the primary subject area.	
cs.GT	Computer Science and Game Theory		cs	category	grp_cs	Covers all theoretical and applied aspects at the intersection of computer science and game theory, including work in mechanism design, learning in games (which may overlap with Learning), foundations of agent modeling in games (which may overlap with Multiagent systems), coordination, specification and formal methods for non-cooperative computational environments. The area also deals with applications of game theory to areas such as electronic commerce.	
cs.HC	Human-Computer Interaction		cs	category	grp_cs	Covers human factors, user interfaces, and collaborative computing. Roughly includes material in ACM Subject Classes H.1.2 and all of H.5, except for H.5.1, which is more likely to have Multimedia as the primary subject area.	
cs.IR	Information Retrieval		cs	category	grp_cs	Covers indexing, dictionaries, retrieval, content and analysis. Roughly includes material in ACM Subject Classes H.3.0, H.3.1, H.3.2, H.3.3, and H.3.4.	
cs.IT	Information Theory	math.IT	cs	category	grp_cs	Covers theoretical and experimental aspects of information theory and coding. Includes material in ACM Subject Class E.4 and intersects with H.1.1.	
cs.LG	Machine Learning		cs	category	grp_cs	Papers on all aspects of machine learning research (supervised, unsupervised, reinforcement learning, bandit problems, and so on) including also robustness, explanation, fairness, and methodology. cs.LG is also an appropriate primary category for applications of machine learning methods.	
cs.LO	Logic in Computer Science		cs	category	grp_cs	Covers all aspects of logic in computer science, including finite model theory, logics of programs, modal logic, and program verification. Programming language semantics should have Programming Languages as the primary subject area. Roughly includes material in ACM Subject Classes D.2.4, F.3.1, F.4.0, F.4.1, and F.4.2; some material in F.4.3 (formal languages) may also be appropriate here, although Computational Complexity is typically the more appropriate subject area.	
cs.MA	Multiagent Systems		cs	category	grp_cs	Covers multiagent systems, distributed artificial intelligence, intelligent agents, coordinated interactions. and practical applications. Roughly covers ACM Subject Class I.2.11.	
cs.MM	Multimedia		cs	category	grp_cs	Roughly includes material in ACM Subject Class H.5.1.	
cs.MS	Mathematical Software		cs	category	grp_cs	Roughly includes material in ACM Subject Class G.4.	
cs.NA	Numerical Analysis	math.NA	cs	category	grp_cs	cs.NA is an alias for math.NA. Roughly includes material in ACM Subject Class G.1.	
cs.NE	Neural and Evolutionary Computing		cs	category	grp_cs	Covers neural networks, connectionism, genetic algorithms, artificial life, adaptive behavior. Roughly includes some material in ACM Subject Class C.1.3, I.2.6, I.5.	
cs.NI	Networking and Internet Architecture		cs	category	grp_cs	Covers all aspects of computer communication networks, including network architecture and design, network protocols, and internetwork standards (like TCP/IP). Also includes topics, such as web caching, that are directly relevant to Internet architecture and performance. Roughly includes all of ACM Subject Class C.2 except C.2.4, which is more likely to have Distributed, Parallel, and Cluster Computing as the primary subject area.	
cs.OH	Other Computer Science		cs	category	grp_cs	This is the classification to use for documents that do not fit anywhere else.	
cs.OS	Operating Systems		cs	category	grp_cs	Roughly includes material in ACM Subject Classes D.4.1, D.4.2., D.4.3, D.4.4, D.4.5, D.4.7, and D.4.9.	
cs.PF	Performance		cs	category	grp_cs	Covers performance measurement and evaluation, queueing, and simulation. Roughly includes material in ACM Subject Classes D.4.8 and K.6.2.	
cs.PL	Programming Languages		cs	category	grp_cs	Covers programming language semantics, language features, programming approaches (such as object-oriented programming, functional programming, logic programming). Also includes material on compilers oriented towards programming languages; other material on compilers may be more appropriate in Architecture (AR). Roughly includes material in ACM Subject Classes D.1 and D.3.	
cs.RO	Robotics		cs	category	grp_cs	Roughly includes material in ACM Subject Class I.2.9.	
cs.SC	Symbolic Computation		cs	category	grp_cs	Roughly includes material in ACM Subject Class I.1.	
cs.SD	Sound		cs	category	grp_cs	Covers all aspects of computing with sound, and sound as an information channel. Includes models of sound, analysis and synthesis, audio user interfaces, sonification of data, computer music, and sound signal processing. Includes ACM Subject Class H.5.5, and intersects with H.1.2, H.5.1, H.5.2, I.2.7, I.5.4, I.6.3, J.5, K.4.2.	
cs.SE	Software Engineering		cs	category	grp_cs	Covers design tools, software metrics, testing and debugging, programming environments, etc. Roughly includes material in all of ACM Subject Classes D.2, except that D.2.4 (program verification) should probably have Logics in Computer Science as the primary subject area.	
cs.SI	Social and Information Networks		cs	category	grp_cs	Covers the design, analysis, and modeling of social and information networks, including their applications for on-line information access, communication, and interaction, and their roles as datasets in the exploration of questions in these and other domains, including connections to the social and biological sciences. Analysis and modeling of such networks includes topics in ACM Subject classes F.2, G.2, G.3, H.2, and I.2; applications in computing include topics in H.3, H.4, and H.5; and applications at the interface of computing and other disciplines include topics in J.1--J.7. Papers on computer communication systems and network protocols (e.g. TCP/IP) are generally a closer fit to the Networking and Internet Architecture (cs.NI) category.	
cs.SY	Systems and Control	eess.SY	cs	category	grp_cs	cs.SY is an alias for eess.SY. This section includes theoretical and experimental research covering all facets of automatic control systems. The section is focused on methods of control system analysis and design using tools of modeling, simulation and optimization. Specific areas of research include nonlinear, distributed, adaptive, stochastic and robust control in addition to hybrid and discrete event systems. Application areas include automotive and aerospace control systems, network control, biological systems, multiagent and cooperative control, robotics, reinforcement learning, sensor networks, control of cyber-physical and energy-related systems, and control of computing systems.	
econ	Economics		grp_econ	archive	grp_econ		
econ.EM	Econometrics		econ	category	grp_econ	Econometric Theory, Micro-Econometrics, Macro-Econometrics, Empirical Content of Economic Relations discovered via New Methods, Methodological Aspects of the Application of Statistical Inference to Economic Data.	
econ.GN	General Economics	q-fin.EC	econ	category	grp_econ	General methodological, applied, and empirical contributions to economics.	
econ.TH	Theoretical Economics		econ	category	grp_econ	Includes theoretical contributions to Contract Theory, Decision Theory, Game Theory, General Equilibrium, Growth, Learning and Evolution, Macroeconomics, Market and Mechanism Design, and Social Choice.	
eess	Electrical Engineering and Systems Science		grp_eess	archive	grp_eess		
eess.AS	Audio and Speech Processing		eess	category	grp_eess	Theory and methods for processing signals representing audio, speech, and language, and their applications. This includes analysis, synthesis, enhancement, transformation, classification and interpretation of such signals as well as the design, development, and evaluation of associated signal processing systems. Machine learning and pattern analysis applied to any of the above areas is also welcome.  Specific topics of interest include: auditory modeling and hearing aids; acoustic beamforming and source localization; classification of acoustic scenes; speaker separation; active noise control and echo cancellation; enhancement; de-reverberation; bioacoustics; music signals analysis, synthesis and modification; music information retrieval;  audio for multimedia and joint audio-video processing; spoken and written language modeling, segmentation, tagging, parsing, understanding, and translation; text mining; speech production, perception, and psychoacoustics; speech analysis, synthesis, and perceptual modeling and coding; robust speech recognition; speaker recognition and characterization; deep learning, online learning, and graphical models applied to speech, audio, and language signals; and implementation aspects ranging from system architecture to fast algorithms.	
eess.IV	Image and Video Processing		eess	category	grp_eess	Theory, algorithms, and architectures for the formation, capture, processing, communication, analysis, and display of images, video, and multidimensional signals in a wide variety of applications. Topics of interest include: mathematical, statistical, and perceptual image and video modeling and representation; linear and nonlinear filtering, de-blurring, enhancement, restoration, and reconstruction from degraded, low-resolution or tomographic data; lossless and lossy compression and coding; segmentation, alignment, and recognition; image rendering, visualization, and printing; computational imaging, including ultrasound, tomographic and magnetic resonance imaging; and image and video analysis, synthesis, storage, search and retrieval.	
eess.SP	Signal Processing		eess	category	grp_eess	Theory, algorithms, performance analysis and applications of signal and data analysis, including physical modeling, processing, detection and parameter estimation, learning, mining, retrieval, and information extraction. The term "signal" includes speech, audio, sonar, radar, geophysical, physiological, (bio-) medical, image, video, and multimodal natural and man-made signals, including communication signals and data. Topics of interest include: statistical signal processing, spectral estimation and system identification; filter design, adaptive filtering / stochastic learning; (compressive) sampling, sensing, and transform-domain methods including fast algorithms; signal processing for machine learning and machine learning for signal processing applications; in-network and graph signal processing; convex and nonconvex optimization methods for signal processing applications; radar, sonar, and sensor array beamforming and direction finding; communications signal processing; low power, multi-core and system-on-chip signal processing; sensing, communication, analysis and optimization for cyber-physical systems such as power grids and the Internet of Things.	
