# Wiktionary abbreviation senses, one row per cited reading: the token, the expansion its
# entry names, the kind of shortening the sense declares (abbreviation, initialism, acronym,
# clipping or symbol), the sense's topic labels (comma-separated, often empty), and — for a
# unit symbol — the quantity the standard says the unit measures, blank for every other
# kind. A token with several cited expansions keeps one row each — this file cites usage,
# the reader votes.
#
# Source: Wiktionary (https://en.wiktionary.org/), read from the wiktextract JSONL published
#   at kaikki.org: the English extract (https://kaikki.org/dictionary/English/) and the
#   Translingual extract (https://kaikki.org/dictionary/Translingual/), which carries the
#   unit symbols; Tatu Ylonen: "Wiktextract: Wiktionary as Machine-Readable Structured
#   Data", LREC 2022.
# Licence: this data file is derived from Wiktionary content and is distributed under
#   CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0/). The licence attaches to
#   this file, not to the code that reads or produced it.
# Generated by WiktionaryAbbreviationExtraction: 45633 senses.
98th	ninety-eighth	abbreviation		
99th	ninety-ninth	abbreviation		
9ber	november	abbreviation		
9th	ninth	abbreviation		
?	questioning	abbreviation		
`lt`3	love	abbreviation		
a	abbreviation	abbreviation		
a	about	abbreviation		
a	absent	abbreviation		
a	absolute	abbreviation		
a	abundant	abbreviation		
a	acceleration	abbreviation		
a	accepted	abbreviation		
a	accidental	abbreviation		
a	accommodation	abbreviation		
a	account	abbreviation		
a	acre	abbreviation		
a	acronym	abbreviation		
a	act	abbreviation		
a	acting	abbreviation		
a	active	abbreviation		
a	activity	abbreviation		
a	adenine in genetic code	abbreviation	biology,genetics,medicine,natural-sciences,sciences	
a	adjective	abbreviation		
a	adjutant	abbreviation		
a	adult	abbreviation		
a	adulterer or adulteress	abbreviation		
a	aerial	abbreviation		
a	afternoon	abbreviation		
a	age	abbreviation		
a	also	abbreviation		
a	altitude	abbreviation		
a	alto	abbreviation		
a	amateur	abbreviation		
a	ampere	abbreviation		
a	and	abbreviation		
a	annealing	abbreviation		
a	anno	abbreviation		
a	annually	abbreviation		
a	annus	abbreviation		
a	anode	abbreviation		
a	anonymous	abbreviation		
a	answer	abbreviation		
a	ante	abbreviation		
a	anterior	abbreviation		
a	anthracite	abbreviation		
a	apprentice	abbreviation		
a	aqua	abbreviation		
a	arc	abbreviation		
a	are	abbreviation		
