# eXtended WordNet Domains, reduced to one domain per synset and keyed by sense key: for
# each WordNet 3.0 synset, the domain whose propagation vector weighs it highest, carried
# onto every sense key the synset holds. The maximum is the reduction the resource's own
# evaluation uses and the one-domain-per-synset shape its successors publish; a tie breaks
# on the domain's name, so two runs write identical bytes.
#
# Columns: senseKey, domain, weight.
#   senseKey  WordNet's own version-stable sense identifier, from WordNet 3.0's index.sense.
#             It is what lets these labels join the bundled WordNet 3.1 database: the 3.0
#             synset offsets the distribution is keyed by survive in almost no case, and the
#             sense keys survive in almost every one.
#   domain    the leading domain of the synset across all 170 propagation vectors.
#   weight    that domain's propagation weight for the synset. Each domain's vector sums to
#             one over the 117,536 synsets, so weights compare across domains.
#
# Source: https://adimen.ehu.eus/web/files/XWND/xwnd-30g.tgz, accepted only at
#   sha256 bf7e85e57db36771a926649d4cfddad579e87c3f925cc3ab68465a0304555aac;
#   joined through index.sense of https://repo1.maven.org/maven2/net/sf/extjwnl/extjwnl-data-wn30/1.2/extjwnl-data-wn30-1.2.jar,
#   accepted only at sha256 67ce20a24eeb03ccb604327761e4c7958fc761016f6833384493b7479fb3ad70.
#   Gonzalez-Agirre, A., Castillo, M. and Rigau, G.: A proposal for improving WordNet
#   Domains. LREC 2012. https://adimen.ehu.eus/web/XWND
# Licence: Creative Commons Attribution 3.0 Unported (CC BY 3.0). Attribution: eXtended
#   WordNet Domains, IXA group, University of the Basque Country (UPV/EHU). WordNet 3.0
#   index.sense under the WordNet licence, Princeton University.
#
# Generated by XwndDomainsExtraction: 206761 rows.
67%5:00:00:cardinal:00	number	2.959770e-04
68%5:00:00:cardinal:00	number	2.959770e-04
69%5:00:00:cardinal:00	number	2.959770e-04
6_june_1944%1:28:00::	transport	2.813600e-05
6th%5:00:00:ordinal:00	number	7.879130e-04
7%1:23:00::	number	1.545420e-03
7%5:00:00:cardinal:00	number	1.281240e-03
7-membered%5:00:00:membered:00	engineering	2.957420e-05
70%1:23:00::	number	1.837110e-03
70%5:00:00:cardinal:00	number	1.233760e-03
70th%5:00:00:ordinal:00	number	9.057280e-04
71%5:00:00:cardinal:00	number	2.959770e-04
72%5:00:00:cardinal:00	number	2.959770e-04
73%5:00:00:cardinal:00	number	2.959770e-04
74%5:00:00:cardinal:00	number	2.959770e-04
75%5:00:00:cardinal:00	number	2.959770e-04
75th%5:00:00:ordinal:00	earth	3.382590e-04
76%5:00:00:cardinal:00	number	2.959770e-04
77%5:00:00:cardinal:00	number	2.959770e-04
78%1:06:00::	music	1.358090e-04
78%1:23:00::	number	1.196780e-03
78%5:00:00:cardinal:00	number	2.959770e-04
79%5:00:00:cardinal:00	number	2.959770e-04
7th%5:00:00:ordinal:00	number	9.663220e-04
8%1:23:00::	number	1.000930e-03
8%5:00:00:cardinal:00	number	8.434220e-04
8-membered%5:00:00:membered:00	engineering	2.957420e-05
80%1:23:00::	number	1.312790e-03
80%5:00:00:cardinal:00	number	8.434220e-04
80th%5:00:00:ordinal:00	number	6.858540e-04
81%5:00:00:cardinal:00	number	2.959770e-04
82%5:00:00:cardinal:00	number	2.959770e-04
